연립다세대,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
성동하이츠,11200,행당동,168-7,2013,3.0,34.61,2019,3,23,9000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),11200,행당동,1-23,2002,3.0,17.09,2019,3,24,3000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-25),11200,행당동,1-25,2004,1.0,75.79,2019,3,29,8000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라5동,11200,행당동,116-5,1986,3.0,83.11,2019,3,29,28000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,4.0,29.89,2019,3,30,2000,57,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,4.0,29.89,2019,3,30,2000,57,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,2.0,29.64,2019,4,1,19000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
GN하우스,11200,행당동,168-30,2014,3.0,48.99,2019,4,2,25010,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌라,11200,행당동,1-125,2004,3.0,79.73,2019,4,8,35000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,4.0,32.79,2019,4,13,1600,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미래쉐르빌,11200,행당동,297-55,2007,4.0,60.49,2019,4,13,27000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,6.0,26.76,2019,4,13,19000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당래미안,11200,행당동,306,2004,2.0,53.2,2019,4,15,23000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(138-14),11200,행당동,138-14,2005,2.0,37.92,2019,4,17,1000,80,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-33),11200,행당동,128-33,2003,2.0,47.16,2019,4,17,10000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,2.0,23.16,2019,4,24,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,11200,행당동,254-1,1992,2.0,44.52,2019,4,29,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
GN하우스,11200,행당동,168-30,2014,6.0,45.71,2019,5,9,24000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,3.0,23.16,2019,5,18,5000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(309-18),11200,행당동,309-18,2008,2.0,56.73,2019,5,28,23500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,2.0,23.16,2019,6,4,5000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(307-5),11200,행당동,307-5,2017,3.0,29.53,2019,6,6,21000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,5.0,55.73,2019,6,7,10000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
푸른마을,11200,행당동,300-1,2002,5.0,59.24,2019,6,10,28500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-36),11200,행당동,1-36,2005,3.0,83.47,2019,6,11,3500,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11200,행당동,1-43,2004,4.0,56.78,2019,6,17,3000,90,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-206),11200,행당동,128-206,1993,1.0,30.99,2019,6,18,300,25,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌라,11200,행당동,1-125,2004,2.0,79.43,2019,6,21,6000,105,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌라,11200,행당동,1-125,2004,5.0,74.6,2019,7,2,12000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-33),11200,행당동,128-33,2003,3.0,47.16,2019,7,3,10000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동상가주택,11200,행당동,3-21,2004,4.0,61.19,2019,7,6,3000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),11200,행당동,1-55,2003,4.0,73.34,2019,7,8,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,11200,행당동,297-7,2002,2.0,36.56,2019,7,8,22000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
azalea,11200,행당동,37-31,2013,2.0,15.54,2019,7,10,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동상가주택,11200,행당동,3-21,2004,5.0,42.86,2019,7,13,500,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,7.0,31.65,2019,7,16,11000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동상가주택,11200,행당동,3-21,2004,3.0,96.69,2019,7,19,5000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-216),11200,행당동,128-216,2000,1.0,62.27,2019,7,20,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-25),11200,행당동,1-25,2004,1.0,75.79,2019,7,27,8000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동상가주택,11200,행당동,3-21,2004,5.0,42.86,2019,7,29,1000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
송정빌라,11200,행당동,130-35,2003,4.0,17.15,2019,7,30,10000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-461),11200,행당동,128-461,1991,-1.0,31.0,2019,7,31,1000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,3.0,29.61,2019,7,31,18000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11200,행당동,302-27,2014,2.0,37.77,2019,8,3,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11200,행당동,1-61,2005,3.0,33.74,2019,8,4,3000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
삼인베스트빌,11200,행당동,19-79,2003,2.0,30.74,2019,8,9,500,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11200,행당동,302-27,2014,3.0,29.01,2019,8,9,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
azalea,11200,행당동,37-31,2013,4.0,15.54,2019,8,9,14000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,8.0,14.058,2019,8,17,1000,65,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(309-18),11200,행당동,309-18,2008,4.0,73.6,2019,8,22,6000,120,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11200,행당동,296-14,2014,4.0,16.98,2019,8,29,3000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,2.0,29.86,2019,8,31,24000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-544),11200,행당동,128-544,1988,2.0,63.91,2019,9,3,8000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11200,행당동,304-7,1994,2.0,51.05,2019,9,7,21000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-1216),11200,행당동,128-1216,1990,1.0,70.38,2019,9,10,9000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-33),11200,행당동,128-33,2003,4.0,83.88,2019,9,10,3000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성베스트빌,11200,행당동,311-12,2007,5.0,41.13,2019,9,11,19000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-38),11200,행당동,1-38,2002,4.0,130.99,2019,9,18,1000,59,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11200,행당동,304-21,2015,2.0,16.17,2019,9,19,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),11200,행당동,1-23,2002,2.0,22.73,2019,9,26,500,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌,11200,행당동,306-5,2011,2.0,61.11,2019,9,26,28000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-1214),11200,행당동,128-1214,1988,1.0,46.8,2019,9,27,3800,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,2.0,14.22,2019,9,27,8500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,2.0,29.98,2019,10,3,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11200,행당동,168-2,2014,3.0,14.11,2019,10,7,9000,10,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,3.0,79.51,2019,10,10,2000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,10.0,14.058,2019,10,21,12000,20,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
설악빌라B동,11200,행당동,313-87,1998,2.0,61.25,2019,10,22,23000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-206),11200,행당동,128-206,1993,1.0,21.09,2019,10,28,100,20,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성베스트빌,11200,행당동,311-12,2007,5.0,41.13,2019,10,31,19000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),11200,행당동,320-45,2020,3.0,26.33,2019,11,1,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11200,행당동,304-7,1994,4.0,52.87,2019,11,1,24000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스위스빌라,11200,행당동,306-24,1994,-1.0,46.31,2019,11,9,14000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당파크빌,11200,행당동,135-8,2004,4.0,47.15,2019,11,11,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,11200,행당동,1-54,2006,4.0,35.9,2019,11,13,12000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,6.0,26.76,2019,11,18,14000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11200,행당동,1-61,2005,3.0,15.24,2019,11,20,3000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,11200,행당동,311-7,2016,2.0,29.36,2019,11,22,23000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,11200,행당동,311-7,2016,2.0,29.36,2019,11,22,23000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,2.0,79.51,2019,11,23,6000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),11200,행당동,1-55,2003,3.0,18.56,2019,11,24,7000,34,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11200,행당동,168-2,2014,3.0,15.46,2019,11,25,7000,27,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11200,행당동,304-21,2015,3.0,16.17,2019,11,25,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미성빌라,11200,행당동,313-2,1999,4.0,67.93,2019,11,27,26000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),11200,행당동,320-45,2020,2.0,30.9,2019,11,30,5000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),11200,행당동,1-23,2002,4.0,27.92,2019,12,2,3000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),11200,행당동,320-45,2020,2.0,25.31,2019,12,2,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),11200,행당동,320-45,2020,5.0,18.6,2019,12,2,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(325-1),11200,행당동,325-1,2001,-1.0,56.73,2019,12,7,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(168-29),11200,행당동,168-29,2013,4.0,33.37,2019,12,11,19000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,3.0,46.84,2019,12,13,34000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),11200,행당동,19-90,2011,2.0,16.72,2019,12,13,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11200,행당동,168-2,2014,4.0,31.025,2019,12,15,5000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11200,행당동,1-61,2005,2.0,13.65,2019,12,16,3000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,4.0,26.22,2019,12,17,22000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,5.0,29.96,2019,12,17,18000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한양빌라,11200,행당동,70-12,1995,4.0,64.83,2019,12,19,22500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당주택,11200,행당동,1-112,2008,5.0,43.2,2019,12,19,7500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,4.0,74.93,2019,12,21,2000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
퍼스트에비뉴,11200,행당동,286-38,2019,6.0,29.3,2019,12,24,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아름하우스,11200,행당동,70-18,2013,5.0,12.15,2019,12,27,4000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
퍼스트에비뉴,11200,행당동,286-38,2019,8.0,29.3,2019,12,28,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,5.0,46.65,2019,12,28,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌라,11200,행당동,1-125,2004,5.0,79.73,2019,12,31,30000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,5.0,29.33,2020,1,3,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,3.0,79.51,2020,1,4,3000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
퍼스트에비뉴,11200,행당동,286-38,2019,7.0,29.3,2020,1,9,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,4.0,20.2,2020,1,10,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행운빌,11200,행당동,1-124,2002,5.0,107.1,2020,1,11,41000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11200,행당동,168-2,2014,2.0,15.46,2020,1,12,2000,53,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(138-14),11200,행당동,138-14,2005,3.0,37.92,2020,1,13,1000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,6.0,20.2,2020,1,13,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),11200,행당동,4-34,2003,3.0,11.28,2020,1,17,9000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
설악빌라A동,11200,행당동,313-44,1998,2.0,55.01,2020,1,17,22000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(138-14),11200,행당동,138-14,2005,2.0,29.37,2020,1,18,1000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
태성,11200,행당동,1-76,2003,2.0,21.24,2020,1,18,1000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),11200,행당동,19-90,2011,2.0,18.62,2020,1,19,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
원하우스,11200,행당동,305-17,2012,1.0,72.52,2020,1,20,30000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동근생및다세대주택,11200,행당동,1-71,2004,3.0,52.32,2020,1,20,12000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,11200,행당동,1-54,2006,1.0,13.35,2020,1,23,1000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한양빌라,11200,행당동,70-12,1995,4.0,61.35,2020,1,27,6000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,2.0,46.65,2020,1,28,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,3.0,46.65,2020,1,29,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,6.0,46.65,2020,1,31,3400,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11200,행당동,304-7,1994,2.0,43.35,2020,1,31,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,11200,행당동,254-1,1992,3.0,44.53,2020,2,1,18000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,2.0,79.51,2020,2,2,1000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
퍼스트에비뉴,11200,행당동,286-38,2019,6.0,29.3,2020,2,3,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-22),11200,행당동,1-22,2005,3.0,46.36,2020,2,5,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-36),11200,행당동,1-36,2005,3.0,83.47,2020,2,6,4000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
퍼스트에비뉴,11200,행당동,286-38,2019,5.0,29.3,2020,2,7,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11200,행당동,1-61,2005,1.0,19.59,2020,2,9,2000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,4.0,46.65,2020,2,11,10000,80,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,4.0,46.65,2020,2,11,10000,80,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,4.0,23.16,2020,2,12,5000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,2.0,34.61,2020,2,12,4000,90,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,5.0,29.86,2020,2,14,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,5.0,29.86,2020,2,14,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-22),11200,행당동,1-22,2005,3.0,39.31,2020,2,14,10000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),11200,행당동,1-32,2003,3.0,44.76,2020,2,16,6000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
K-TOWER2,11200,행당동,293-8,2018,10.0,28.16,2020,2,17,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라8동,11200,행당동,116-8,1986,-1.0,71.94,2020,2,19,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11200,행당동,302-1,2019,2.0,48.3,2020,2,21,33000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
azalea,11200,행당동,37-31,2013,3.0,14.75,2020,2,22,3000,47,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11200,행당동,1-43,2004,3.0,16.15,2020,2,22,7000,15,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,11200,행당동,311-7,2016,6.0,25.44,2020,2,25,27000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11200,행당동,304-21,2015,4.0,36.65,2020,2,26,22000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
그린빌라,11200,행당동,1,2003,4.0,60.66,2020,2,26,10000,75,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
