연립다세대,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
대성빌라,11200,행당동,254-1,1992,3.0,47.54,2018,3,26,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-162),11200,행당동,128-162,1994,2.0,65.61,2018,3,27,10500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스위스빌라,11200,행당동,306-24,1994,2.0,46.36,2018,3,27,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,6.0,20.2,2018,3,29,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11200,행당동,168-2,2014,4.0,30.455,2018,4,2,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동상가주택,11200,행당동,3-21,2004,3.0,96.69,2018,4,2,3000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11200,행당동,304-21,2015,4.0,36.65,2018,4,2,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,11200,행당동,254-1,1992,2.0,47.54,2018,4,3,2000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11200,행당동,302-27,2014,5.0,19.8,2018,4,5,14500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
정진하이츠빌라,11200,행당동,122-18,1994,2.0,60.0,2018,4,6,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(122-1),11200,행당동,122-1,1988,1.0,51.68,2018,4,7,400,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(312-7),11200,행당동,312-7,1986,1.0,19.44,2018,4,9,500,38,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11200,행당동,302-27,2014,3.0,29.72,2018,4,9,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-543),11200,행당동,128-543,2003,3.0,19.86,2018,4,13,2000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스타빌라,11200,행당동,308-7,2007,4.0,35.53,2018,4,18,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,4.0,29.89,2018,4,18,3000,53,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,4.0,29.89,2018,4,18,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
K-TOWER2,11200,행당동,293-8,2018,8.0,29.19,2018,4,20,29000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11200,행당동,304-21,2015,2.0,35.99,2018,4,25,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스타빌라,11200,행당동,308-7,2007,2.0,70.6,2018,4,28,27500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11200,행당동,304-7,1994,4.0,66.51,2018,5,1,22000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동상가주택,11200,행당동,3-21,2004,3.0,96.69,2018,5,2,3000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,5.0,55.73,2018,5,7,7000,25,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-13),11200,행당동,117-13,1991,1.0,37.37,2018,5,7,8500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성베스트빌,11200,행당동,311-12,2007,5.0,58.98,2018,5,11,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(309-18),11200,행당동,309-18,2008,1.0,56.73,2018,5,12,23000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,2.0,27.26,2018,5,21,18500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,4.0,29.86,2018,5,25,26000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-1216),11200,행당동,128-1216,1990,-1.0,75.06,2018,5,25,3000,10,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,3.0,29.89,2018,5,28,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11200,행당동,296-14,2014,4.0,30.35,2018,5,28,4000,48,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라14동,11200,행당동,116-14,1986,2.0,83.11,2018,5,30,34500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,4.0,29.98,2018,6,2,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,1.0,18.2,2018,6,2,9000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,2.0,16.22,2018,6,2,1000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11200,행당동,296-14,2014,2.0,22.41,2018,6,4,13600,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11200,행당동,168-2,2014,3.0,15.46,2018,6,4,10000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11200,행당동,304-7,1994,3.0,43.35,2018,6,5,16000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11200,행당동,1-61,2005,2.0,15.24,2018,6,27,2000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
GN하우스,11200,행당동,168-30,2014,5.0,45.71,2018,6,30,24000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌,11200,행당동,306-5,2011,2.0,61.11,2018,6,30,30000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,6.0,20.7,2018,7,6,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-38),11200,행당동,1-38,2002,3.0,22.21,2018,7,15,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-23),11200,행당동,117-23,1995,4.0,32.2,2018,7,20,2000,17,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,5.0,28.28,2018,7,20,7000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
진아빌라,11200,행당동,301-2,1990,2.0,51.47,2018,7,21,16500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당래미안,11200,행당동,306,2004,5.0,49.25,2018,7,25,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-30),11200,행당동,128-30,1993,1.0,45.0,2018,8,4,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,2.0,18.83,2018,8,7,12000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,6.0,26.76,2018,8,7,3000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,2.0,18.83,2018,8,7,12000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성베스트빌,11200,행당동,311-12,2007,2.0,78.72,2018,8,7,32000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11200,행당동,304-7,1994,3.0,51.05,2018,8,7,21000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11200,행당동,296-14,2014,2.0,20.02,2018,8,11,1000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
혜원빌라,11200,행당동,317-132,2011,2.0,74.26,2018,8,13,30000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),11200,행당동,1-72,2004,3.0,89.98,2018,8,13,1000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-216),11200,행당동,128-216,2000,2.0,70.82,2018,8,14,500,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
드림파크,11200,행당동,300-9,2003,3.0,79.175,2018,8,17,27000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,3.0,23.16,2018,8,20,9000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-3),11200,행당동,19-3,1973,1.0,50.98,2018,8,22,300,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,11200,행당동,254-1,1992,1.0,44.53,2018,8,22,9000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-22),11200,행당동,37-22,1985,1.0,124.32,2018,8,25,300,38,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한양빌,11200,행당동,1-134,2003,3.0,74.41,2018,8,29,3000,115,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(122-20),11200,행당동,122-20,1992,1.0,26.1,2018,8,30,5000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,2.0,24.34,2018,8,30,18000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,2.0,79.51,2018,8,31,3500,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라8동,11200,행당동,116-8,1986,1.0,83.13,2018,9,1,29000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,9.0,14.058,2018,9,1,3000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
장미빌라,11200,행당동,303-3,2003,2.0,63.21,2018,9,4,28000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),11200,행당동,4-34,2003,3.0,26.78,2018,9,6,9000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),11200,행당동,4-34,2003,3.0,60.05,2018,9,6,8000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),11200,행당동,1-23,2002,4.0,27.92,2018,9,11,5000,32,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,8.0,14.058,2018,9,12,1000,65,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-522),11200,행당동,128-522,1988,1.0,47.16,2018,9,22,400,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11200,행당동,302-27,2014,3.0,37.77,2018,10,1,24000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,11200,행당동,297-7,2002,3.0,36.56,2018,10,2,21000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),11200,행당동,1-32,2003,2.0,15.88,2018,10,3,12000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,9.0,14.08,2018,10,5,1000,65,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11200,행당동,168-2,2014,2.0,14.11,2018,10,6,5000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),11200,행당동,1-32,2003,1.0,21.42,2018,10,13,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
정진하이츠빌라,11200,행당동,122-18,1994,1.0,39.65,2018,10,15,18000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),11200,행당동,1-32,2003,3.0,35.95,2018,10,15,6000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(32-31),11200,행당동,32-31,2002,3.0,55.63,2018,10,15,18000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),11200,행당동,19-90,2011,5.0,24.38,2018,10,20,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,6.0,26.76,2018,10,23,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
그린빌라,11200,행당동,1,2003,1.0,64.98,2018,10,25,27000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,11200,행당동,254-1,1992,3.0,47.54,2018,10,30,3000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
삼인베스트빌,11200,행당동,19-79,2003,2.0,30.74,2018,11,7,1000,67,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,11200,행당동,297-7,2002,4.0,36.56,2018,11,8,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(123-1),11200,행당동,123-1,1987,1.0,61.85,2018,11,13,100,15,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,10.0,14.058,2018,11,13,3000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,3.0,29.86,2018,11,13,24000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),11200,행당동,1-72,2004,4.0,55.77,2018,11,16,1000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11200,행당동,296-14,2014,3.0,20.02,2018,11,16,12500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-175),11200,행당동,128-175,2001,2.0,59.88,2018,11,16,300,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
설악빌라A동,11200,행당동,313-44,1998,1.0,54.18,2018,11,17,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,11200,행당동,311-7,2016,2.0,29.36,2018,11,21,23000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,9.0,14.058,2018,11,22,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-64),11200,행당동,1-64,2003,4.0,90.34,2018,11,23,1000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
드림파크,11200,행당동,300-9,2003,1.0,20.79,2018,11,24,9000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),11200,행당동,1-23,2002,3.0,17.09,2018,11,26,3000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),11200,행당동,1-55,2003,1.0,18.92,2018,11,27,11500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,7.0,30.36,2018,11,29,7000,80,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,3.0,27.26,2018,11,30,18000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,3.0,79.51,2018,12,1,7000,20,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-421),11200,행당동,128-421,1989,2.0,52.05,2018,12,1,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정주택(비동),11200,행당동,309-11,1995,-1.0,32.16,2018,12,6,2000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),11200,행당동,1-55,2003,1.0,21.25,2018,12,10,12000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,6.0,26.76,2018,12,10,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11200,행당동,1-61,2005,1.0,18.19,2018,12,15,2000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
GN하우스,11200,행당동,168-30,2014,4.0,48.99,2018,12,15,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
azalea,11200,행당동,37-31,2013,3.0,15.54,2018,12,15,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11200,행당동,286-25,2018,9.0,14.042,2018,12,17,13500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,2.0,13.65,2018,12,19,3000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,3.0,23.16,2018,12,20,5000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(32-31),11200,행당동,32-31,2002,5.0,71.57,2018,12,20,12000,5,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-63),11200,행당동,1-63,2003,2.0,50.82,2018,12,21,18000,25,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
설악빌라A동,11200,행당동,313-44,1998,1.0,54.18,2018,12,26,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),11200,행당동,37-34,2012,3.0,12.01,2018,12,29,4000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,2.0,79.51,2018,12,29,6000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,2.0,79.51,2019,1,2,2000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,4.0,37.42,2019,1,2,20000,15,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-38),11200,행당동,1-38,2002,3.0,21.62,2019,1,3,2000,52,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),11200,행당동,19-90,2011,1.0,51.85,2019,1,3,4000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),11200,행당동,19-90,2011,3.0,17.47,2019,1,4,7000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),11200,행당동,1-23,2002,4.0,30.06,2019,1,5,5000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11200,행당동,304,2016,3.0,29.98,2019,1,5,26000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라9동,11200,행당동,116-9,1986,1.0,83.11,2019,1,5,30000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-22),11200,행당동,37-22,1985,2.0,62.16,2019,1,5,500,47,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-12),11200,행당동,4-12,1987,2.0,54.32,2019,1,7,3000,38,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
혜원빌라,11200,행당동,317-132,2011,2.0,74.26,2019,1,7,3000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
azalea,11200,행당동,37-31,2013,2.0,14.75,2019,1,9,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당주택,11200,행당동,1-112,2008,3.0,32.47,2019,1,9,12500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,3.0,33.74,2019,1,9,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(32-31),11200,행당동,32-31,2002,5.0,71.57,2019,1,10,9000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,11200,행당동,1-54,2006,1.0,15.95,2019,1,10,12000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-25),11200,행당동,1-25,2004,2.0,79.32,2019,1,12,5000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,3.0,15.24,2019,1,12,4000,43,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),11200,행당동,1-72,2004,2.0,89.98,2019,1,12,500,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아름하우스,11200,행당동,70-18,2013,2.0,14.56,2019,1,12,3000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,4.0,74.93,2019,1,13,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
K-TOWER2,11200,행당동,293-8,2018,8.0,29.19,2019,1,13,29000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11200,행당동,1-61,2005,3.0,13.65,2019,1,13,4000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,5.0,20.7,2019,1,13,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,6.0,20.2,2019,1,13,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-38),11200,행당동,1-38,2002,2.0,21.53,2019,1,14,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(32-31),11200,행당동,32-31,2002,4.0,48.53,2019,1,14,15000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11200,행당동,1-43,2004,4.0,56.78,2019,1,16,1000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당주택,11200,행당동,1-112,2008,5.0,43.2,2019,1,16,12500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
장미빌라,11200,행당동,303-3,2003,3.0,74.31,2019,1,16,24500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11200,행당동,1-62,2005,2.0,16.75,2019,1,18,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-70),11200,행당동,19-70,2004,3.0,86.1,2019,1,18,1000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11200,행당동,302-27,2014,2.0,29.01,2019,1,19,20000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당주택,11200,행당동,1-112,2008,3.0,9.6,2019,1,21,7000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),11200,행당동,4-34,2003,4.0,12.22,2019,1,26,10000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),11200,행당동,19-90,2011,2.0,16.72,2019,1,29,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,11200,행당동,1-54,2006,1.0,15.26,2019,1,30,12000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,2.0,79.51,2019,2,2,8000,20,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아름하우스,11200,행당동,70-18,2013,4.0,13.93,2019,2,7,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-36),11200,행당동,1-36,2005,3.0,83.47,2019,2,9,3500,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-38),11200,행당동,1-38,2002,2.0,22.21,2019,2,10,3000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
송정빌라,11200,행당동,130-35,2003,3.0,37.77,2019,2,12,14000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11200,행당동,168-7,2013,2.0,34.61,2019,2,12,4000,100,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11200,행당동,302-27,2014,4.0,27.36,2019,2,15,21000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11200,행당동,296-24,2016,3.0,55.73,2019,2,15,5000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,11200,행당동,1-54,2006,3.0,15.26,2019,2,16,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-45),11200,행당동,128-45,1992,2.0,51.51,2019,2,16,5000,35,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-25),11200,행당동,117-25,1993,1.0,66.33,2019,2,16,300,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),11200,행당동,37-34,2012,3.0,12.13,2019,2,16,3000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아름하우스,11200,행당동,70-18,2013,4.0,13.93,2019,2,17,2000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11200,행당동,1-24,2005,1.0,66.38,2019,2,18,9000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동근생및다세대주택,11200,행당동,1-71,2004,3.0,22.68,2019,2,18,5000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(123-1),11200,행당동,123-1,1987,-1.0,36.32,2019,2,18,3000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-92),11200,행당동,37-92,2013,3.0,13.12,2019,2,19,3000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당주택,11200,행당동,1-112,2008,3.0,33.11,2019,2,20,13000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
azalea,11200,행당동,37-31,2013,3.0,14.75,2019,2,22,3000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11200,행당동,304-21,2015,4.0,29.59,2019,2,22,21500,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11200,행당동,1-43,2004,2.0,16.54,2019,2,22,2000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,11200,행당동,12-5,2015,6.0,20.7,2019,2,27,3000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,4.0,37.42,2019,2,28,23000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11200,행당동,1-43,2004,1.0,13.18,2019,3,4,500,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-36),11200,행당동,1-36,2005,2.0,83.47,2019,3,5,3000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11200,행당동,302-22,2015,2.0,24.34,2019,3,6,19000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미성빌라,11200,행당동,313-2,1999,3.0,75.34,2019,3,12,29000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
원하우스,11200,행당동,305-17,2012,1.0,72.52,2019,3,12,30000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(309-18),11200,행당동,309-18,2008,1.0,76.55,2019,3,14,3000,110,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11200,행당동,304-21,2015,2.0,29.59,2019,3,16,24000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(122-1),11200,행당동,122-1,1988,1.0,38.08,2019,3,22,300,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
