지역코드,date,build_year,dong,jibun,floor,use_area,total_deposit
11200,201608,1986,사근동,176-23,2,14.27,6000
11200,201608,1987,사근동,311-16,2,43.98,5000
11200,201608,2014,행당동,168-2,5,25.77,18000
11200,201608,2011,행당동,317-132,5,82.8,9000
11200,201608,2015,행당동,302-22,2,24.34,18000
11200,201608,2004,행당동,1-72,2,89.98,12785
11200,201608,2005,행당동,1-24,2,79.51,10142
11200,201608,2004,행당동,135-8,1,84.78,20000
11200,201608,2013,행당동,70-18,4,24.23,13785
11200,201608,2004,행당동,1-125,5,40.8,11500
11200,201608,1992,행당동,122-4,1,56.28,15000
11200,201608,2011,행당동,317-132,2,73.79,29000
11200,201608,2014,행당동,168-2,3,15.46,11000
11200,201608,2013,행당동,168-7,7,19.9,14785
11200,201608,2004,행당동,306,5,49.25,21000
11200,201608,2005,행당동,1-62,4,54.61,13571
11200,201608,2011,행당동,306-5,3,61.11,8671
11200,201608,1995,응봉동,265-148,1,28.99,7428
11200,201608,2002,응봉동,201-11,4,51.86,17500
11200,201608,2002,응봉동,264-82,4,59.73,14000
11200,201608,2009,금호동1가,27,1,70.16,16000
11200,201608,1996,금호동1가,151-1,-1,39.75,12500
11200,201608,1994,금호동1가,74-2,2,44.82,13714
11200,201608,1996,금호동1가,167-23,3,39.12,12000
11200,201608,1996,금호동1가,167-30,3,58.48,17000
11200,201608,1985,금호동2가,330,1,59.6,8000
11200,201608,1998,금호동2가,508-2,4,63.49,14000
11200,201608,2008,금호동2가,654-1,3,70.065,26428
11200,201608,2002,금호동2가,791,3,34.59,13785
11200,201608,2002,금호동3가,1344-39,2,56.34,16857
11200,201608,1999,금호동3가,936,3,46.71,14642
11200,201608,2003,금호동3가,459,4,63.68,22000
11200,201608,1993,금호동3가,127,3,44.6,14500
11200,201608,1997,금호동3가,625-1,4,54.45,21000
11200,201608,2016,금호동3가,1115,4,50.64,28000
11200,201608,1993,금호동3가,127,1,44.6,17571
11200,201608,1986,금호동3가,167-1,2,41.51,15857
11200,201608,1997,금호동3가,818,3,58.74,19000
11200,201608,2004,금호동3가,541,3,70.86,20000
11200,201608,1995,금호동3가,48,4,50.7,15000
11200,201608,2013,성수동1가,656-28,4,52.51,26000
11200,201608,2015,성수동1가,656-2002,5,29.74,18000
11200,201608,2013,성수동1가,656-1252,4,15.62,12785
11200,201608,2006,성수동1가,357,2,43.78,14000
11200,201608,1978,성수동1가,22-13,1,53.12,15000
11200,201608,2012,성수동1가,656-1106,4,16.49,10571
11200,201608,1997,성수동1가,449-1,3,44.98,17000
11200,201608,2006,성수동1가,332,4,57.08,18000
11200,201608,2003,성수동1가,656-1074,4,55.3,23000
11200,201608,2004,성수동1가,46-1,3,49.71,17000
11200,201608,2013,성수동1가,656-1252,5,15.62,13857
11200,201608,1980,성수동1가,656-1267,2,49.12,10000
11200,201608,2006,성수동1가,159-2,1,19.8,6000
11200,201608,2012,성수동1가,656-1204,2,23.05,12285
11200,201608,2012,성수동1가,656-1106,2,16.49,10642
11200,201608,2006,성수동1가,433,4,49.44,16000
11200,201608,2007,성수동1가,318,2,59.4,17000
11200,201608,1991,성수동1가,463-4,1,36.27,7500
11200,201608,1992,성수동1가,236-12,2,39.57,17000
11200,201608,2006,성수동1가,160-1,2,24.59,9071
11200,201608,2006,성수동1가,357,3,43.89,15000
11200,201608,1986,성수동2가,269-9,3,64.35,15714
11200,201608,2016,성수동2가,299-175,5,29.97,22000
11200,201608,2001,성수동2가,301-85,3,70.43,25000
11200,201608,1985,성수동2가,269-137,1,47.07,17857
11200,201608,2012,성수동2가,321-58,5,29.94,15500
11200,201608,2012,성수동2가,321-52,4,26.34,13642
11200,201608,1986,성수동2가,573-4,1,64.53,15500
11200,201608,1989,성수동2가,268-4,1,57.8,16214
11200,201608,2012,성수동2가,289-244,5,22.05,10571
11200,201608,2015,성수동2가,299-80,4,44.28,31000
11200,201608,1993,성수동2가,484,2,45.07,12000
11200,201608,2016,성수동2가,299-178,6,28.63,20500
11200,201608,2016,성수동2가,299-174,6,29.79,22000
11200,201608,2001,송정동,72-103,4,43.77,13000
11200,201608,2008,송정동,72-26,2,85.24,24000
11200,201608,1987,송정동,72-34,1,44.31,7500
11200,201609,2013,하왕십리동,966-16,5,18.4,7000
11200,201609,2012,홍익동,364,2,16.82,10285
11200,201609,1984,마장동,335-2,2,82.45,23000
11200,201609,2016,마장동,566-31,3,26.64,20500
11200,201609,2014,마장동,795-4,3,28.223,23428
11200,201609,2014,마장동,564-11,5,28.2,21000
11200,201609,2013,마장동,388-15,4,19.34,13000
11200,201609,2016,마장동,388-22,2,12.42,12642
11200,201609,2003,마장동,399-59,1,73.43,17142
11200,201609,2016,마장동,566-31,4,29.07,21500
11200,201609,2011,마장동,564-9,5,34.18,20000
11200,201609,2007,마장동,388-43,4,27.22,13571
11200,201609,2016,마장동,388-22,4,14.79,14928
11200,201609,1984,마장동,793-22,1,77.41,23000
11200,201609,2016,마장동,388-22,2,12.78,13714
11200,201609,2012,마장동,388-45,2,14.5,11714
11200,201609,2016,마장동,388-22,3,14.06,15285
11200,201609,1986,사근동,176-23,3,30.0,7500
11200,201609,1992,행당동,254-1,3,47.54,6000
11200,201609,2002,행당동,1-23,4,30.06,13857
11200,201609,2000,행당동,135-4,1,44.06,12285
11200,201609,2006,행당동,1-109,3,11.9,11571
11200,201609,2015,행당동,302-22,3,29.64,19285
11200,201609,2009,행당동,309-25,2,85.75,19642
11200,201609,2003,행당동,1-32,3,35.95,12500
11200,201609,2007,행당동,311-30,2,66.62,22000
11200,201609,1986,행당동,116-8,1,83.13,25714
11200,201609,2005,행당동,1-24,2,79.51,11000
11200,201609,2003,행당동,1-64,4,90.34,11714
11200,201609,2003,행당동,4-34,3,60.05,9428
11200,201609,1992,응봉동,193-154,1,59.28,16000
11200,201609,2003,응봉동,193-9,5,65.1,25000
11200,201609,1995,응봉동,265-12,3,53.32,15000
11200,201609,2000,응봉동,265-125,4,55.61,1500
11200,201609,1992,금호동2가,510-3,3,68.14,20000
11200,201609,2002,금호동2가,791,2,34.98,13785
11200,201609,1986,금호동3가,564-2,1,48.47,13000
11200,201609,2004,금호동3가,1265-23,2,49.81,19000
11200,201609,2004,금호동3가,915,3,59.57,15500
11200,201609,1990,금호동3가,64,2,50.22,15000
11200,201609,2012,금호동3가,9,1,23.28,10642
11200,201609,1994,금호동3가,1186,1,32.87,10000
11200,201609,1993,금호동3가,1187,1,32.66,7000
11200,201609,2012,금호동3가,9,2,22.47,9571
11200,201609,1990,금호동3가,63-2,2,34.92,7000
11200,201609,2006,금호동3가,1344-25,3,52.52,16857
11200,201609,2003,금호동4가,589,4,82.06,25000
11200,201609,1990,금호동4가,1223,4,63.81,15000
11200,201609,2016,금호동4가,1411,5,35.86,22000
11200,201609,2016,금호동4가,1411,4,29.35,26000
11200,201609,1986,금호동4가,1529,1,40.2,12500
11200,201609,2013,옥수동,226-13,4,12.3,8000
11200,201609,2013,옥수동,226-13,4,13.59,8000
11200,201609,2006,성수동1가,47,2,32.93,10000
11200,201609,2015,성수동1가,33-70,4,26.71,22000
11200,201609,1997,성수동1가,449-1,4,38.48,13000
11200,201609,2004,성수동1가,46-1,2,40.93,15000
11200,201609,1978,성수동1가,685-260,2,81.22,23000
11200,201609,1982,성수동1가,685-185,2,58.58,20000
11200,201609,1987,성수동1가,656-329,1,67.35,24000
11200,201609,1991,성수동1가,463-9,1,34.05,8500
11200,201609,1986,성수동1가,685-252,1,49.92,17285
11200,201609,2002,성수동1가,685-447,2,63.9,29000
11200,201609,1993,성수동1가,131,1,45.48,15000
11200,201609,2013,성수동1가,656-28,3,39.28,24000
11200,201609,1981,성수동1가,656-1264,2,48.53,8700
11200,201609,2012,성수동1가,656-700,2,16.52,10857
11200,201609,2012,성수동1가,656-1204,2,23.05,12285
11200,201609,2012,성수동1가,656-700,4,16.81,9500
11200,201609,1989,성수동1가,656-322,1,58.23,21714
11200,201609,2012,성수동1가,656-373,3,12.0,6500
11200,201609,1989,성수동1가,656-322,1,58.23,28000
11200,201609,2007,성수동1가,86-1,4,44.59,16000
11200,201609,2006,성수동1가,331,4,57.09,22000
11200,201609,1987,성수동1가,656-329,2,67.35,24000
11200,201609,1978,성수동1가,685-260,1,81.22,25000
11200,201609,2011,성수동1가,656-972,3,14.28,10214
11200,201609,2016,성수동2가,299-178,6,28.16,20000
11200,201609,2016,성수동2가,299-105,6,21.53,13000
11200,201609,1978,성수동2가,336-2,3,62.91,11714
11200,201609,2012,성수동2가,321-63,3,14.14,9571
11200,201609,2012,성수동2가,299-170,4,15.81,9571
11200,201609,1985,성수동2가,269-236,1,54.0,15000
11200,201609,2006,성수동2가,331-171,3,28.86,10000
11200,201609,1978,성수동2가,336-2,4,39.67,8000
11200,201609,2012,성수동2가,315-44,2,14.799,7000
11200,201609,2016,성수동2가,299-178,3,28.63,20500
11200,201609,2015,성수동2가,299-80,4,44.28,31000
11200,201609,2012,성수동2가,321-52,3,25.55,16428
11200,201609,2014,성수동2가,299-82,2,16.91,9500
11200,201609,2016,성수동2가,299-174,6,29.88,20214
11200,201609,2016,성수동2가,299-175,6,29.97,22000
11200,201609,2016,성수동2가,299-178,4,28.16,20071
11200,201609,2016,성수동2가,299-178,3,28.63,20000
11200,201609,2016,성수동2가,299-175,3,29.88,21500
11200,201609,2015,송정동,66-248,2,28.95,13000
11200,201609,2016,송정동,66-222,3,30.43,14000
11200,201609,2011,송정동,67-22,5,12.01,9714
11200,201609,1983,송정동,17-2,2,48.3,12000
11200,201609,2004,용답동,50-4,2,59.7,20000
11200,201609,2003,용답동,155-3,3,39.24,15285
11200,201609,2016,용답동,42-12,2,46.5,23000
11200,201609,2004,용답동,162-7,2,57.96,14300
11200,201609,1985,용답동,133-2,1,85.06,25000
11200,201610,2013,하왕십리동,966-16,7,12.87,7000
11200,201610,2014,홍익동,367,3,27.45,22000
11200,201610,2014,홍익동,367,4,27.45,23000
11200,201610,2011,도선동,329-1,6,12.25,12285
11200,201610,2011,도선동,329-1,3,12.46,11571
11200,201610,1998,도선동,332-1,5,77.22,26428
11200,201610,2003,마장동,795-13,4,50.74,16000
11200,201610,2014,마장동,388-21,5,24.94,17142
11200,201610,2016,마장동,388-22,3,14.06,15285
11200,201610,2016,마장동,566-31,2,29.07,21071
11200,201610,2016,마장동,388-22,5,14.79,14857
11200,201610,2007,마장동,388-43,3,31.2,11000
11200,201610,2016,마장동,566-31,2,29.2,21500
11200,201610,2006,마장동,388-2,4,64.11,20000
11200,201610,2012,마장동,388-16,4,17.23,14714
11200,201610,2016,마장동,564-14,5,28.36,21000
11200,201610,2016,마장동,564-14,3,36.99,25000
11200,201610,2014,마장동,388-21,3,17.49,19000
11200,201610,2016,마장동,564-15,2,27.74,19000
11200,201610,2016,마장동,796-1,2,29.98,25000
11200,201610,2016,마장동,399-54,4,14.4,11714
11200,201610,2016,마장동,796-1,6,29.98,27000
11200,201610,2014,마장동,564-11,2,28.2,21071
11200,201610,2016,마장동,564-15,2,29.64,20000
11200,201610,2014,마장동,564-11,4,28.2,21071
11200,201610,2006,사근동,213-20,3,16.16,5500
11200,201610,2007,사근동,213-26,1,49.52,12285
11200,201610,2004,사근동,213-2,5,46.34,14000
11200,201610,1986,행당동,116-11,3,83.13,27285
11200,201610,2011,행당동,317-132,2,74.26,30000
11200,201610,2005,행당동,1-24,3,79.51,13785
11200,201610,2014,행당동,296-14,3,22.61,13000
11200,201610,1987,행당동,123-1,-1,36.32,3871
11200,201610,1995,행당동,309-11,-1,32.16,9071
11200,201610,1991,행당동,128-723,1,38.92,12000
11200,201610,2016,행당동,311-7,2,29.36,26000
11200,201610,2016,행당동,311-7,3,29.36,23428
11200,201610,1997,행당동,299-9,4,48.84,16000
11200,201610,2014,행당동,302-27,3,37.77,23000
11200,201610,1994,응봉동,265-46,1,45.75,11714
11200,201610,1994,응봉동,265-134,3,59.67,16000
11200,201610,1994,응봉동,265-84,1,55.96,5000
11200,201610,1995,응봉동,265-14,1,46.25,10571
11200,201610,1994,응봉동,265-102,4,59.81,15000
11200,201610,2003,응봉동,193-117,4,59.05,23000
11200,201610,1995,응봉동,265-159,1,58.26,11000
11200,201610,2003,응봉동,193-119,2,52.21,15000
11200,201610,2002,응봉동,264-86,4,57.98,13714
11200,201610,1998,금호동1가,167-15,1,33.24,12000
11200,201610,1997,금호동1가,73,1,38.13,13000
11200,201610,1996,금호동1가,167-30,3,58.48,18000
11200,201610,2009,금호동2가,500-8,3,64.99,24000
11200,201610,2003,금호동2가,651-5,4,62.64,23142
11200,201610,1997,금호동3가,625-1,2,60.75,21000
11200,201610,2002,금호동3가,1344-39,2,53.11,16000
11200,201610,1993,금호동3가,127,3,44.84,12000
11200,201610,1996,금호동3가,984-1,4,20.13,5000
11200,201610,1995,금호동3가,86-1,-1,59.7,15000
11200,201610,2008,금호동3가,131,2,52.39,18000
11200,201610,1999,금호동4가,1322-1,2,41.5,13500
11200,201610,2001,금호동4가,1220-1,3,59.53,20000
11200,201610,1991,성수동1가,463-9,2,33.67,9000
11200,201610,1992,성수동1가,236-12,1,39.57,13928
11200,201610,2006,성수동1가,190,3,44.28,18428
11200,201610,2011,성수동1가,656-972,5,16.52,10642
11200,201610,2007,성수동1가,35-2,3,79.32,20000
11200,201610,1978,성수동1가,685-260,2,77.52,26428
11200,201610,2007,성수동1가,35-2,2,84.85,26000
11200,201610,2012,성수동1가,13-140,2,36.48,17000
11200,201610,1979,성수동1가,656-243,2,79.97,17000
11200,201610,2013,성수동1가,656-1252,5,15.62,13785
11200,201610,2006,성수동1가,325,2,67.85,20000
11200,201610,2006,성수동1가,317,4,48.95,18000
11200,201610,1987,성수동1가,656-329,3,67.35,20000
11200,201610,1987,성수동1가,656-329,2,67.35,24000
11200,201610,1978,성수동1가,656-372,2,62.31,15000
11200,201610,2002,성수동1가,13-45,4,32.25,14000
11200,201610,1996,성수동1가,463-10,3,61.64,13000
11200,201610,1991,성수동1가,463-11,1,35.0,12142
11200,201610,2013,성수동1가,656-1252,7,15.62,13857
11200,201610,2004,성수동2가,764-1,4,103.6,30000
11200,201610,1977,성수동2가,302-15,-1,62.48,17000
11200,201610,2013,성수동2가,321-8,5,16.22,11714
11200,201610,2016,성수동2가,299-178,6,28.63,20500
11200,201610,2016,성수동2가,299-178,6,28.16,20500
11200,201610,2003,성수동2가,216-23,4,71.01,23000
11200,201610,1986,성수동2가,269-247,2,58.99,16000
11200,201610,1986,성수동2가,269-13,1,63.54,16000
11200,201610,1980,성수동2가,255-3,1,50.18,13000
11200,201610,1978,성수동2가,336-2,4,59.21,13000
11200,201610,2016,성수동2가,299-175,6,29.88,22000
11200,201610,2003,성수동2가,299-235,4,60.81,4000
11200,201610,1983,성수동2가,265-4,3,47.79,15000
11200,201610,2016,성수동2가,299-178,5,28.16,21000
11200,201610,1983,성수동2가,265-4,3,47.79,18000
11200,201610,1996,성수동2가,700-2,3,42.3,14000
11200,201610,2016,성수동2가,299-29,6,29.975,22000
11200,201610,2016,성수동2가,299-174,5,29.79,22000
11200,201610,2016,성수동2가,299-178,4,28.63,21000
11200,201610,2016,성수동2가,299-178,5,28.63,21500
11200,201610,2008,성수동2가,301-84,3,85.0,24928
11200,201610,1993,성수동2가,391-5,2,39.33,11142
11200,201610,1990,성수동2가,268-2,1,68.4,25000
11200,201610,1978,성수동2가,336-2,5,71.97,10000
11200,201610,1983,성수동2가,590-1,3,47.52,15000
11200,201610,2011,송정동,67-22,5,12.81,7000
11200,201610,2013,송정동,67-30,2,12.36,9571
11200,201610,2013,송정동,72-113,5,27.61,10000
11200,201610,1993,용답동,143-7,3,54.95,15000
11200,201610,1984,용답동,105-1,3,85.61,15000
11200,201611,2012,홍익동,364,3,13.88,11642
11200,201611,2014,홍익동,367,5,27.45,22000
11200,201611,2014,홍익동,367,2,31.46,19000
11200,201611,2011,홍익동,305-2,4,13.05,10571
11200,201611,2014,홍익동,367,4,31.46,21000
11200,201611,2012,도선동,314,2,14.5,13000
11200,201611,2012,도선동,314,3,14.5,12000
11200,201611,2016,마장동,564-15,5,15.9,18928
11200,201611,2011,마장동,564-9,2,29.92,21000
11200,201611,2016,마장동,564-15,4,27.04,18571
11200,201611,2012,마장동,388-45,5,47.58,14142
11200,201611,2002,마장동,778-4,4,57.46,16500
11200,201611,2014,마장동,564-11,4,26.64,18214
11200,201611,1984,마장동,769-3,2,61.64,14357
11200,201611,2016,마장동,564-15,5,29.14,19142
11200,201611,2016,마장동,796-1,4,29.98,24285
11200,201611,2004,사근동,188-6,4,19.45,9428
11200,201611,2016,사근동,210-2,3,37.45,26214
11200,201611,1991,사근동,301-14,2,38.37,12000
11200,201611,2005,행당동,1-24,1,66.38,9000
11200,201611,2001,행당동,325-1,2,47.83,12000
11200,201611,2005,행당동,1-24,3,79.51,13500
11200,201611,2003,행당동,4-34,3,26.78,9142
11200,201611,2004,행당동,135-8,1,84.78,20000
11200,201611,2006,행당동,1-54,1,13.35,12785
11200,201611,2006,행당동,1-54,3,19.15,12785
11200,201611,2003,행당동,1-55,1,18.56,12285
11200,201611,1994,행당동,304-7,3,43.35,13000
11200,201611,2004,행당동,306,2,53.2,21714
11200,201611,2013,행당동,168-29,3,46.64,22142
11200,201611,2014,행당동,302-27,2,29.01,20000
11200,201611,2016,행당동,311-7,4,39.61,33000
11200,201611,2015,행당동,302-22,5,29.96,18000
11200,201611,2014,행당동,296-14,3,20.02,12000
11200,201611,2004,행당동,1-25,1,75.79,8000
11200,201611,2015,행당동,302-22,3,27.26,18000
11200,201611,1995,응봉동,265-159,2,58.26,13500
11200,201611,1992,응봉동,265-67,1,59.94,14357
11200,201611,1994,응봉동,193-1,2,51.66,15000
11200,201611,2003,응봉동,193-117,3,70.31,20714
11200,201611,2012,응봉동,228-55,2,74.98,25000
11200,201611,1999,금호동1가,15-4,2,59.66,7428
11200,201611,1999,금호동1가,15-4,2,59.66,4214
11200,201611,1999,금호동1가,16-2,3,34.2,7500
11200,201611,2000,금호동1가,20,1,44.59,10000
11200,201611,1996,금호동1가,131,1,39.84,8500
11200,201611,2000,금호동1가,20,1,44.59,10000
11200,201611,1993,금호동1가,167-62,2,36.53,10642
11200,201611,2000,금호동1가,37,1,40.65,13000
11200,201611,1993,금호동1가,64,2,52.09,10785
11200,201611,1992,금호동1가,132-5,1,30.26,10000
11200,201611,2007,금호동1가,17-2,2,23.2,9500
11200,201611,1999,금호동1가,16-2,-1,34.2,7500
11200,201611,2007,금호동2가,653,1,83.89,28500
11200,201611,1995,금호동3가,86,2,42.54,12000
11200,201611,2006,금호동3가,203,4,52.17,21000
11200,201611,1995,금호동3가,86,3,52.08,5285
11200,201611,1997,금호동3가,625-1,2,60.95,18000
11200,201611,1995,금호동3가,1265-47,1,36.01,13000
11200,201611,2006,금호동3가,192-1,1,61.29,24000
11200,201611,1999,금호동3가,936,4,46.71,20000
11200,201611,2008,금호동3가,131,1,52.39,18000
11200,201611,1995,금호동3가,1265-40,2,27.04,9500
11200,201611,2013,성수동1가,656-1252,4,14.02,13857
11200,201611,2001,성수동1가,685-251,2,41.47,11500
11200,201611,2016,성수동1가,656-572,5,29.17,22285
11200,201611,2006,성수동1가,357,2,43.78,15000
11200,201611,2012,성수동1가,656-373,3,12.05,10357
11200,201611,2006,성수동1가,168,2,78.36,24000
11200,201611,2006,성수동1가,301,2,67.22,21000
11200,201611,1989,성수동1가,656-322,2,58.23,19000
11200,201611,2015,성수동1가,656-2002,4,29.615,21500
11200,201611,1990,성수동1가,656-944,3,52.06,20000
11200,201611,2007,성수동1가,318,3,82.4,26000
11200,201611,1978,성수동1가,685-260,1,77.52,22857
11200,201611,2006,성수동1가,45-2,5,16.79,10571
11200,201611,2006,성수동1가,261,4,24.86,9000
11200,201611,1987,성수동1가,656-329,1,67.35,2242
11200,201611,1997,성수동1가,449-1,2,44.98,18571
11200,201611,1997,성수동1가,449-1,2,43.74,14000
11200,201611,1983,성수동1가,72-10,1,59.76,18000
11200,201611,1978,성수동1가,685-260,2,81.22,26000
11200,201611,1978,성수동1가,685-260,2,81.22,22000
11200,201611,1978,성수동1가,685-260,2,81.22,27000
11200,201611,1983,성수동2가,265-4,2,50.94,8000
11200,201611,1981,성수동2가,331-232,2,78.05,14000
11200,201611,2011,성수동2가,299-51,4,24.62,12714
11200,201611,1983,성수동2가,590-1,3,47.52,14000
11200,201611,2016,성수동2가,289-203,5,22.84,19000
11200,201611,2003,성수동2가,659,2,84.09,20000
11200,201611,1985,성수동2가,269-236,2,54.0,18000
11200,201611,2016,성수동2가,299-177,5,29.67,19000
11200,201611,2016,성수동2가,299-177,6,28.42,20000
11200,201611,2016,성수동2가,299-29,4,29.8475,22000
11200,201611,2016,성수동2가,299-177,6,29.24,21000
11200,201611,2016,성수동2가,299-177,4,28.42,20000
11200,201611,2016,성수동2가,299-177,4,29.24,21000
11200,201611,2016,성수동2가,299-177,5,28.42,20000
11200,201611,1984,성수동2가,309-50,1,48.6,3957
11200,201611,2016,성수동2가,299-178,4,28.63,20500
11200,201611,2014,성수동2가,299-194,5,29.84,17857
11200,201611,2016,성수동2가,299-178,4,28.16,21000
11200,201611,2016,성수동2가,299-177,5,28.42,20000
11200,201611,2016,송정동,73-875,4,32.52,18714
11200,201611,2016,송정동,73-547,5,31.21,21000
11200,201611,2011,송정동,67-22,2,12.01,7500
11200,201611,1986,용답동,26-20,1,27.65,7000
11200,201611,2016,용답동,18,5,50.41,25000
11200,201611,1984,용답동,105-1,2,85.61,20000
11200,201611,2006,용답동,37-16,5,17.36,11071
11200,201611,2010,용답동,56-7,3,82.41,26214
11200,201612,2003,하왕십리동,994-13,2,52.92,18571
11200,201612,2003,하왕십리동,994-13,1,50.77,23000
11200,201612,2004,하왕십리동,890-390,4,69.24,25000
11200,201612,2013,하왕십리동,966-16,5,18.17,8000
11200,201612,2014,홍익동,367,5,28.49,22500
11200,201612,2014,홍익동,367,3,28.49,20500
11200,201612,2012,홍익동,364,2,24.31,19857
11200,201612,2014,홍익동,367,2,28.49,21000
11200,201612,2011,홍익동,305-2,6,12.0,10357
11200,201612,2014,홍익동,367,4,27.45,21000
11200,201612,2014,홍익동,367,2,28.49,6000
11200,201612,2011,홍익동,305-2,3,13.05,9571
11200,201612,2011,홍익동,305-2,5,13.05,11642
11200,201612,2011,홍익동,305-2,5,16.82,12000
11200,201612,2011,도선동,329-1,5,12.07,10357
11200,201612,2011,도선동,329-12,5,12.09,9000
11200,201612,2011,도선동,329-1,5,12.18,12000
11200,201612,2011,도선동,329-1,5,12.09,10500
11200,201612,2014,마장동,795-4,2,16.35,11714
11200,201612,2016,마장동,506-1,4,39.09,25500
11200,201612,2012,마장동,388-16,3,18.8,14714
11200,201612,2016,마장동,564-15,4,29.64,18857
11200,201612,1984,마장동,769-3,3,61.04,14357
11200,201612,2013,마장동,797-19,5,15.22,10000
11200,201612,1997,마장동,399-90,-1,53.36,19000
11200,201612,2016,마장동,564-14,4,36.53,20714
11200,201612,2013,마장동,801-11,2,12.45,11571
11200,201612,2012,마장동,816-49,5,24.997,6500
11200,201612,2003,마장동,460-24,4,48.31,19000
11200,201612,2013,마장동,388-20,4,13.46,12500
11200,201612,2013,마장동,778-12,3,18.13,12785
11200,201612,2016,사근동,213-19,3,16.34,11428
11200,201612,2003,사근동,180-3,5,14.2,6000
11200,201612,2003,사근동,180-3,4,16.74,8500
11200,201612,1981,사근동,291-32,3,47.9,13000
11200,201612,2016,사근동,210-2,3,23.78,21142
11200,201612,2016,사근동,210-2,3,26.22,12571
11200,201612,2004,사근동,213-2,3,15.98,5000
11200,201612,2004,사근동,213-2,2,15.98,5000
11200,201612,1991,사근동,212-1,1,38.63,12000
11200,201612,2016,사근동,210-2,2,37.45,25000
11200,201612,2014,행당동,296-14,2,23.18,14428
11200,201612,1986,행당동,116-13,1,83.11,27500
11200,201612,2016,행당동,296-24,4,55.73,23000
11200,201612,2006,행당동,1-109,4,23.1,11000
11200,201612,2011,행당동,317-132,5,82.8,7500
11200,201612,2003,행당동,1-55,3,18.92,15785
11200,201612,2013,행당동,168-7,3,23.16,18000
11200,201612,2006,행당동,1-54,2,26.04,12714
11200,201612,2003,행당동,19-80,1,20.56,13857
11200,201612,2014,행당동,296-14,5,27.68,27000
11200,201612,2008,행당동,1-112,3,9.6,7000
11200,201612,2015,행당동,12-5,5,20.7,15857
11200,201612,1988,행당동,128-544,2,63.91,5000
11200,201612,2008,행당동,1-112,5,25.2,12000
11200,201612,2015,행당동,12-5,5,21.2,16000
11200,201612,1994,행당동,121-14,1,46.02,9285
11200,201612,2008,행당동,309-18,3,98.58,29714
11200,201612,2016,행당동,311-7,5,28.8,27000
11200,201612,2008,행당동,1-112,3,32.47,12000
11200,201612,2003,행당동,19-80,1,52.87,17071
11200,201612,1987,행당동,4-12,1,54.32,16785
11200,201612,2013,행당동,70-18,3,13.93,14571
11200,201612,2015,행당동,302-22,3,24.34,18000
11200,201612,1986,행당동,116-13,-1,72.27,17000
11200,201612,1990,행당동,297-25,2,36.96,10000
11200,201612,2013,행당동,168-29,5,33.37,18000
11200,201612,2012,응봉동,228-55,3,42.46,16000
11200,201612,1994,응봉동,193-12,3,70.2,23428
11200,201612,2000,응봉동,265-125,4,55.61,13000
11200,201612,1992,응봉동,265-176,3,20.88,9071
11200,201612,1995,응봉동,265-52,1,38.13,8357
11200,201612,1995,금호동1가,21-2,-1,35.32,11714
11200,201612,1997,금호동1가,157,4,35.18,19857
11200,201612,1994,금호동1가,167-24,1,52.83,15285
11200,201612,1999,금호동1가,9,-1,56.25,6928
11200,201612,1995,금호동1가,167-19,3,35.36,11000
11200,201612,1999,금호동1가,16-3,2,35.89,2700
11200,201612,1997,금호동2가,421-19,3,64.35,19285
11200,201612,2004,금호동2가,500-2,1,49.82,21000
11200,201612,2007,금호동3가,454,4,79.13,23000
11200,201612,2001,금호동3가,576,2,57.9,17500
11200,201612,1992,금호동3가,94-1,1,76.75,25000
11200,201612,1993,금호동3가,122,4,49.49,16000
11200,201612,2002,금호동3가,1344-32,4,51.86,16000
11200,201612,2004,금호동3가,914,3,46.84,13428
11200,201612,1986,금호동4가,1529,2,40.2,10000
11200,201612,1993,옥수동,296-4,2,50.91,19142
11200,201612,2001,옥수동,225-7,5,41.86,18000
11200,201612,1993,옥수동,460-12,2,153.84,31428
11200,201612,2012,성수동1가,656-1106,2,13.95,9571
11200,201612,2006,성수동1가,325,3,66.08,20000
11200,201612,2007,성수동1가,35-2,3,84.21,18000
11200,201612,1992,성수동1가,668-33,2,58.4,20000
11200,201612,2006,성수동1가,357,2,43.32,16500
11200,201612,1986,성수동1가,685-252,3,49.92,22428
11200,201612,1978,성수동1가,685-260,2,81.22,27500
11200,201612,2015,성수동1가,656-2002,2,33.18,18857
11200,201612,2004,성수동1가,668-44,2,51.16,22000
11200,201612,2008,성수동1가,656-127,3,49.67,19500
11200,201612,2006,성수동1가,168,5,81.54,23000
11200,201612,2012,성수동1가,13-140,4,29.16,17000
11200,201612,1979,성수동1가,656-243,1,73.42,23000
11200,201612,1979,성수동1가,656-243,1,79.8,17000
11200,201612,2015,성수동1가,33-78,5,27.49,21000
11200,201612,2006,성수동1가,190,2,44.28,16000
11200,201612,2016,성수동2가,299-177,3,28.42,20000
11200,201612,1978,성수동2가,336-2,4,41.65,8000
11200,201612,2016,성수동2가,299-177,3,29.67,21000
11200,201612,1978,성수동2가,289-304,2,59.27,16000
11200,201612,2003,성수동2가,216-25,4,44.28,17000
11200,201612,2016,성수동2가,299-175,3,29.97,21500
11200,201612,2016,성수동2가,299-175,5,29.88,21000
11200,201612,1994,성수동2가,299-56,3,57.79,13200
11200,201612,2012,성수동2가,315-44,3,13.147,8357
11200,201612,2016,성수동2가,299-178,5,28.16,21500
