date,build_year,dong,floor,use_area,res_cnt,cctv_cnt,school_dis,sub_dis,total_deposit
201706,2017,성수동2가,3,26.15,408,590,0.2007932979569494,0.4514091208580573,20000
201706,2016,성수동2가,3,22.84,408,590,0.2007932979569494,0.4654191692885641,18500
201706,2017,성수동2가,6,29.93,408,590,0.2007932979569494,0.4514091208580573,21000
201706,2004,성수동2가,3,103.6,408,590,0.2007932979569494,1.00002725066943,35000
201706,2017,성수동2가,6,28.18,408,590,0.2007932979569494,0.4514091208580573,20500
201706,2016,성수동2가,4,29.68,408,590,0.2007932979569494,0.4889668150071673,19400
201706,2017,성수동2가,4,29.81,408,590,0.2007932979569494,0.4514091208580573,20500
201706,2017,성수동2가,6,29.81,408,590,0.2007932979569494,0.4514091208580573,21000
201706,2017,성수동2가,3,29.93,408,590,0.2007932979569494,0.4514091208580573,20500
201706,2017,성수동2가,6,26.15,408,590,0.2007932979569494,0.4514091208580573,21500
201706,2017,성수동2가,3,27.85,408,590,0.2007932979569494,0.4514091208580573,20000
201706,1986,성수동2가,1,63.18,408,590,0.2007932979569494,0.8404168993505748,19000
201706,2017,성수동2가,3,29.81,408,590,0.2007932979569494,0.4514091208580573,20500
201706,1993,성수동2가,1,45.07,408,590,0.2007932979569494,0.8695738910046642,17000
201706,1983,성수동2가,2,47.52,408,590,0.2007932979569494,0.924988472056315,19400
201706,2017,성수동2가,3,28.18,408,590,0.2007932979569494,0.4514091208580573,20000
201706,1983,성수동2가,3,52.01,408,590,0.2007932979569494,0.6765834329453687,4400
201706,2017,성수동2가,4,26.15,408,590,0.2007932979569494,0.4514091208580573,20800
201706,2017,성수동2가,4,27.85,408,590,0.2007932979569494,0.4514091208580573,20000
201706,1983,성수동2가,1,47.52,408,590,0.2007932979569494,0.924988472056315,15000
201706,1978,성수동2가,5,24.23,408,590,0.2007932979569494,0.676403389915697,10600
201706,2017,성수동2가,6,27.85,408,590,0.2007932979569494,0.4514091208580573,22000
201706,2017,성수동2가,5,29.93,408,590,0.2007932979569494,0.4514091208580573,21000
201706,2012,성수동2가,2,25.55,408,590,0.2007932979569494,0.3076555698138548,15800
201706,1994,성수동2가,3,57.69,408,590,0.2007932979569494,0.8606813453133965,18000
201706,2007,성수동2가,2,21.235,408,590,0.2007932979569494,0.8866905410830149,5500
201706,2012,성수동2가,2,29.76,408,590,0.2007932979569494,0.3409665959498214,17400
201706,2006,성수동2가,2,48.63,408,590,0.2007932979569494,0.8291712558293367,18000
201706,1989,성수동2가,2,20.24,408,590,0.2007932979569494,0.5419045710619153,6000
201706,2012,성수동2가,3,31.48,408,590,0.2007932979569494,0.5460011662087026,16000
201706,2012,성수동2가,3,15.63,408,590,0.2007932979569494,0.4243390562974075,12500
201706,1983,성수동2가,3,49.68,408,590,0.2007932979569494,0.924988472056315,16000
201706,2015,송정동,3,28.95,33,302,0.3423826319530213,0.8453142764891343,13000
201706,1984,송정동,1,70.65,33,302,0.3423826319530213,0.8008931537055698,18000
201706,2016,송정동,2,33.01,33,302,0.3423826319530213,0.8211720154279505,21000
201706,2011,송정동,3,60.79,33,302,0.3423826319530213,0.8577622794406106,19000
201706,2017,송정동,5,24.34,33,302,0.3423826319530213,0.6630047477315333,16000
201706,2017,송정동,4,23.01,33,302,0.3423826319530213,0.7687342348667083,17000
201706,2004,송정동,3,84.33,33,302,0.3423826319530213,0.6766807538752745,13000
201706,2017,송정동,3,29.97,33,302,0.3423826319530213,0.6630047477315333,21000
201706,2016,송정동,5,43.52,33,302,0.3423826319530213,0.727854629579302,15000
201706,2001,송정동,3,58.43,33,302,0.3423826319530213,0.8772044086384007,16900
201706,2016,용답동,4,26.75,118,259,0.3491778403711091,0.1871649358890099,23000
201706,2006,용답동,3,49.23,118,259,0.3491778403711091,0.1532723614670637,12500
201706,2016,용답동,4,50.41,118,259,0.3491778403711091,0.3272647707281646,28000
201706,2016,용답동,4,50.41,118,259,0.3491778403711091,0.3272647707281646,28000
201707,2007,하왕십리동,2,58.0,53,268,0.1046213120132889,0.3447705333642594,25600
201707,1999,하왕십리동,2,50.19,53,268,0.1046213120132889,0.0837881285331427,20000
201707,2017,홍익동,3,54.51,63,81,0.1804761603730131,0.4406385282293366,33000
201707,2014,홍익동,4,31.46,63,81,0.1804761603730131,0.2833583781493623,21000
201707,2017,홍익동,3,28.63,63,81,0.1804761603730131,0.3058167691291485,23500
201707,2012,도선동,2,14.6,88,66,0.0389380766950148,0.3245810821367836,14720
201707,2011,도선동,4,12.09,88,66,0.0389380766950148,0.2893395292727414,11000
201707,2012,마장동,3,18.31,108,403,0.2093272735348379,0.3662273846774186,13000
201707,2015,마장동,6,48.19,108,403,0.2093272735348379,0.2829801923530597,27500
201707,2013,마장동,3,12.0,108,403,0.2093272735348379,0.3590043353601639,12800
201707,2016,마장동,5,29.14,108,403,0.2093272735348379,0.635331316816485,22000
201707,2003,마장동,2,50.74,108,403,0.2093272735348379,0.2302433770383551,17000
201707,1982,마장동,3,50.02,108,403,0.2093272735348379,0.161435400609299,15000
201707,2015,마장동,6,48.19,108,403,0.2093272735348379,0.2829801923530597,28000
201707,2013,마장동,2,21.2,108,403,0.2093272735348379,0.430584893549879,10100
201707,2003,마장동,4,21.08,108,403,0.2093272735348379,0.2302433770383551,13000
201707,2014,마장동,3,28.2,108,403,0.2093272735348379,0.624582531194174,24200
201707,1991,사근동,2,38.65,31,171,0.146234410686467,0.3513519518718403,13200
201707,2003,행당동,5,74.41,371,504,0.13913080625969,0.1997061905542167,28400
201707,2002,행당동,4,48.88,371,504,0.13913080625969,0.1584640082695733,18000
201707,2003,행당동,4,17.15,371,504,0.13913080625969,0.3331764233911539,10000
201707,2004,행당동,2,89.98,371,504,0.13913080625969,0.1623847256780543,13500
201707,2011,행당동,4,34.03,371,504,0.13913080625969,0.2267533963993109,8000
201707,1990,행당동,1,36.96,371,504,0.13913080625969,0.2992141402666462,14000
201707,2013,행당동,4,21.73,371,504,0.13913080625969,0.0447150011876338,16000
201707,2008,행당동,4,32.85,371,504,0.13913080625969,0.1690081828214211,6500
201707,2004,행당동,1,69.34,371,504,0.13913080625969,0.1623847256780543,13700
201707,1994,응봉동,1,45.75,16,165,0.1684667888872718,0.497346786112318,11600
201707,2003,응봉동,3,71.14,16,165,0.1684667888872718,0.3522654967299932,25000
201707,1993,응봉동,-1,28.3,16,165,0.1684667888872718,0.4940590994039519,4500
201707,1998,응봉동,3,50.41,16,165,0.1684667888872718,0.5449047833852233,15000
201707,1983,응봉동,1,33.6,16,165,0.1684667888872718,0.2984426873680816,6000
201707,1994,응봉동,4,59.97,16,165,0.1684667888872718,0.4379263280955766,11500
201707,2003,응봉동,3,60.16,16,165,0.1684667888872718,0.1873823596315784,25000
201707,1994,응봉동,3,38.76,16,165,0.1684667888872718,0.4298802783926248,4500
201707,2003,응봉동,3,55.05,16,165,0.1684667888872718,0.272076364728027,21000
201707,1999,금호동1가,3,34.2,28,118,0.1570643267387269,0.3389235273185022,7500
201707,1994,금호동1가,3,34.85,28,118,0.1570643267387269,0.4345803804565743,9000
201707,1994,금호동1가,2,43.49,28,118,0.1570643267387269,0.3384219829325652,14400
201707,1998,금호동1가,1,58.4,28,118,0.1570643267387269,0.2636064257527912,16000
201707,2004,금호동2가,3,56.49,41,95,0.1929204872803092,0.1980857587701493,21000
201707,2004,금호동2가,3,67.56,41,95,0.1929204872803092,0.2350472292318288,25000
201707,2003,금호동2가,4,62.64,41,95,0.1929204872803092,0.2420228423413012,5000
201707,1992,금호동3가,2,42.07,61,134,0.1325258315015504,0.5462981198468934,11000
201707,1993,금호동3가,1,34.54,61,134,0.1325258315015504,0.5916484859152351,9000
201707,1997,금호동3가,3,56.79,61,134,0.1325258315015504,0.3695138758534378,18000
201707,2008,금호동3가,2,65.16,61,134,0.1325258315015504,0.7216690532403582,20000
201707,2002,금호동3가,3,53.11,61,134,0.1325258315015504,0.4040825171521443,13000
201707,2000,금호동3가,1,56.75,61,134,0.1325258315015504,0.4008131660082521,14000
201707,1996,금호동3가,3,60.74,61,134,0.1325258315015504,0.7798426416988176,21700
201707,2002,금호동4가,2,63.51,52,195,0.2749366743830267,0.1407502701254388,25600
201707,1997,금호동4가,1,60.41,52,195,0.2749366743830267,0.3981974516386768,18000
201707,1992,금호동4가,1,49.16,52,195,0.2749366743830267,0.2884633592894224,7000
201707,1992,성수동1가,3,53.16,235,483,0.5016939780633278,0.5384321114035653,17400
201707,2015,성수동1가,3,26.71,235,483,0.5016939780633278,0.5445816832445965,21000
201707,2007,성수동1가,2,77.16,235,483,0.5016939780633278,0.3546949832781008,35600
201707,2007,성수동1가,2,84.75,235,483,0.5016939780633278,0.620182086843589,24000
201707,2015,성수동1가,3,26.98,235,483,0.5016939780633278,0.5445816832445965,19900
201707,1992,성수동1가,3,39.57,235,483,0.5016939780633278,0.7663209072647809,10000
201707,2006,성수동1가,3,86.16,235,483,0.5016939780633278,0.7701010242109638,25000
201707,2003,성수동1가,4,28.5,235,483,0.5016939780633278,0.3902460534191349,17800
201707,1982,성수동1가,2,47.97,235,483,0.5016939780633278,0.1860056613481729,21000
201707,1980,성수동1가,2,49.12,235,483,0.5016939780633278,0.3247565386546906,12000
201707,2006,성수동1가,5,19.7,235,483,0.5016939780633278,0.6801789248764867,7000
201707,2015,성수동1가,2,27.04,235,483,0.5016939780633278,0.5381207804659587,19500
201707,2007,성수동1가,3,81.19,235,483,0.5016939780633278,0.7225963515702761,25000
201707,1997,성수동1가,3,55.95,235,483,0.5016939780633278,0.7234508569900707,20000
201707,2012,성수동1가,3,23.05,235,483,0.5016939780633278,0.2404911083114791,13000
201707,2006,성수동1가,5,37.14,235,483,0.5016939780633278,0.801476455354285,14200
201707,1982,성수동1가,1,57.19,235,483,0.5016939780633278,0.4385164946727655,15000
201707,1979,성수동1가,1,79.97,235,483,0.5016939780633278,0.4649240068427592,17000
201707,1993,성수동2가,3,65.5,409,590,0.2007932979569494,0.8695738910046642,21000
201707,2002,성수동2가,1,53.98,409,590,0.2007932979569494,0.2858665249870928,19800
201707,2016,성수동2가,4,22.84,409,590,0.2007932979569494,0.4654191692885641,18500
201707,2016,성수동2가,5,28.16,409,590,0.2007932979569494,0.5058662403874556,21500
201707,1984,성수동2가,3,56.14,409,590,0.2007932979569494,0.5591768354651154,19400
201707,2004,성수동2가,3,71.64,409,590,0.2007932979569494,0.5703748258637318,28600
201707,1993,성수동2가,4,89.63,409,590,0.2007932979569494,1.0418861905604615,17000
201707,2002,성수동2가,1,80.82,409,590,0.2007932979569494,0.7428639657943792,25000
201707,1985,성수동2가,1,51.3,409,590,0.2007932979569494,0.6858113645290962,15800
201707,1996,성수동2가,1,36.84,409,590,0.2007932979569494,0.9849614925548472,13500
201707,1994,성수동2가,3,61.73,409,590,0.2007932979569494,0.8606813453133965,18000
201707,2017,성수동2가,4,29.93,409,590,0.2007932979569494,0.4514091208580573,21200
201707,2004,성수동2가,4,60.32,409,590,0.2007932979569494,0.2830898607933408,20000
201707,2003,성수동2가,5,57.0,409,590,0.2007932979569494,0.9442500924390608,25000
201707,2014,성수동2가,4,14.04,409,590,0.2007932979569494,0.6076848061854379,8000
201707,2004,성수동2가,2,62.55,409,590,0.2007932979569494,0.8043504424294208,22000
201707,1985,성수동2가,3,51.3,409,590,0.2007932979569494,0.6858113645290962,16000
201707,2017,송정동,5,24.19,33,302,0.3423826319530213,0.6630047477315333,15200
201707,2017,송정동,5,25.85,33,302,0.3423826319530213,0.6630047477315333,15600
201707,2015,송정동,4,30.05,33,302,0.3423826319530213,0.8453142764891343,13000
201707,2017,송정동,4,29.22,33,302,0.3423826319530213,0.6630047477315333,20000
201707,2001,송정동,1,45.76,33,302,0.3423826319530213,0.8772044086384007,15600
201707,2016,용답동,3,50.41,119,259,0.3491778403711091,0.3272647707281646,24200
201707,2016,용답동,3,50.41,119,259,0.3491778403711091,0.3272647707281646,28000
201707,2008,용답동,3,57.91,119,259,0.3491778403711091,0.2048837472745493,23000
201708,2007,하왕십리동,3,71.78,55,268,0.1046213120132889,0.3241455299226062,24000
201708,2013,하왕십리동,5,12.87,55,268,0.1046213120132889,0.3538559498882893,9000
201708,1986,하왕십리동,2,41.46,55,268,0.1046213120132889,0.1062797546124855,20000
201708,1986,하왕십리동,2,41.46,55,268,0.1046213120132889,0.1062797546124855,20000
201708,2017,홍익동,5,26.93,63,81,0.1804761603730131,0.3058167691291485,24000
201708,2017,홍익동,4,48.5,63,81,0.1804761603730131,0.4406385282293366,32000
201708,2015,홍익동,3,22.27,63,81,0.1804761603730131,0.2950967883764041,18000
201708,2015,홍익동,5,22.27,63,81,0.1804761603730131,0.2950967883764041,16200
201708,2015,홍익동,3,22.27,63,81,0.1804761603730131,0.2950967883764041,18800
201708,2014,홍익동,3,28.49,63,81,0.1804761603730131,0.2833583781493623,24900
201708,2011,도선동,6,12.07,90,66,0.0389380766950148,0.2893395292727414,8000
201708,2012,마장동,3,17.23,109,403,0.2093272735348379,0.3662273846774186,15600
201708,2014,마장동,3,28.2,109,403,0.2093272735348379,0.624582531194174,23000
201708,2013,마장동,2,12.83,109,403,0.2093272735348379,0.2557294041588038,13000
201708,2011,마장동,5,13.31,109,403,0.2093272735348379,0.5972445332558228,10400
201708,2007,마장동,1,14.73,109,403,0.2093272735348379,0.389706243347204,11000
201708,2011,마장동,5,14.55,109,403,0.2093272735348379,0.5972445332558228,7000
201708,1982,마장동,2,51.37,109,403,0.2093272735348379,0.10612484907915,19000
201708,2007,마장동,4,67.82,109,403,0.2093272735348379,0.389706243347204,13000
201708,2007,마장동,1,16.92,109,403,0.2093272735348379,0.389706243347204,15000
201708,2012,마장동,2,12.101,109,403,0.2093272735348379,0.3504087363716655,5000
201708,2003,사근동,2,16.03,32,171,0.146234410686467,0.3253038316863694,12800
201708,1990,사근동,1,34.2,32,171,0.146234410686467,0.2749871374668232,10000
201708,2014,행당동,3,14.11,374,504,0.13913080625969,0.0896894501088174,11400
201708,2017,행당동,4,28.14,374,504,0.13913080625969,0.2573146826932443,22500
201708,1992,행당동,1,38.75,374,504,0.13913080625969,0.4820680042829366,12600
201708,2003,행당동,4,28.58,374,504,0.13913080625969,0.3430378395899805,20000
201708,2011,행당동,2,61.11,374,504,0.13913080625969,0.1899486219879957,32000
201708,2016,행당동,2,29.86,374,504,0.13913080625969,0.2053695054301922,22000
201708,1994,응봉동,3,57.09,17,165,0.1684667888872718,0.4860385989911015,13000
201708,2003,응봉동,3,52.21,17,165,0.1684667888872718,0.2844290361722486,16000
201708,1983,응봉동,1,33.6,17,165,0.1684667888872718,0.2984426873680816,3000
201708,1993,응봉동,3,20.18,17,165,0.1684667888872718,0.4828550827558115,7700
201708,2003,응봉동,2,55.05,17,165,0.1684667888872718,0.272076364728027,23000
201708,1996,응봉동,1,46.35,17,165,0.1684667888872718,0.4364623743287744,9200
201708,2002,응봉동,4,54.74,17,165,0.1684667888872718,0.2064524544394002,16000
201708,1999,응봉동,1,51.78,17,165,0.1684667888872718,0.3085566492676442,16000
201708,2003,응봉동,1,58.22,17,165,0.1684667888872718,0.4785749272794491,15000
201708,2003,응봉동,2,71.14,17,165,0.1684667888872718,0.3522654967299932,25000
201708,2003,응봉동,2,71.14,17,165,0.1684667888872718,0.3522654967299932,25000
201708,2003,응봉동,3,72.48,17,165,0.1684667888872718,0.2086506812580369,27000
201708,1995,응봉동,1,38.13,17,165,0.1684667888872718,0.433886187923641,8000
201708,1994,응봉동,-1,59.95,17,165,0.1684667888872718,0.4022030870567087,15000
201708,1997,금호동1가,-1,33.84,28,118,0.1570643267387269,0.3397292633222472,9500
201708,1997,금호동1가,3,58.92,28,118,0.1570643267387269,0.4185308970970216,14400
201708,1992,금호동1가,1,59.55,28,118,0.1570643267387269,0.4288234351115539,29400
201708,1992,금호동1가,2,42.99,28,118,0.1570643267387269,0.4406143747368403,16000
201708,1998,금호동2가,4,70.88,43,95,0.1929204872803092,0.3380556344181967,17000
201708,2006,금호동3가,4,95.28,61,134,0.1325258315015504,0.7478855745172568,25000
201708,2002,금호동3가,2,66.51,61,134,0.1325258315015504,0.6609033915547651,25200
201708,1998,금호동3가,3,57.06,61,134,0.1325258315015504,0.4032550575418017,16000
201708,1995,금호동3가,2,50.7,61,134,0.1325258315015504,0.5148218247263296,20000
201708,1991,금호동3가,2,39.12,61,134,0.1325258315015504,0.5172754966427537,15900
201708,1987,옥수동,1,164.08,62,179,0.2304521073965688,0.6379241586586559,38000
201708,1993,옥수동,2,42.0,62,179,0.2304521073965688,0.2029977218916034,17000
201708,2007,성수동1가,2,60.15,242,483,0.5016939780633278,0.7293859329882779,22400
201708,2013,성수동1가,3,29.72,242,483,0.5016939780633278,0.3231638100161786,20000
201708,2016,성수동1가,5,16.9,242,483,0.5016939780633278,0.340002504630048,13000
201708,1992,성수동1가,2,39.57,242,483,0.5016939780633278,0.7663209072647809,12000
201708,2006,성수동1가,3,35.6,242,483,0.5016939780633278,0.6636292966499413,14000
201708,2012,성수동1가,4,28.58,242,483,0.5016939780633278,0.185181097881216,19000
201708,2012,성수동1가,4,16.49,242,483,0.5016939780633278,0.1848083978027301,11600
201708,2017,성수동1가,5,28.425,242,483,0.5016939780633278,0.1709803950659707,24000
201708,2006,성수동1가,5,41.25,242,483,0.5016939780633278,0.781350215978679,20000
201708,1992,성수동1가,1,54.59,242,483,0.5016939780633278,0.2309633023762844,22000
201708,1983,성수동1가,3,59.76,242,483,0.5016939780633278,0.5777593800474246,15000
201708,2016,성수동1가,6,16.9,242,483,0.5016939780633278,0.340002504630048,13000
201708,2013,성수동1가,2,29.72,242,483,0.5016939780633278,0.3231638100161786,20000
201708,1990,성수동1가,1,68.5,242,483,0.5016939780633278,0.4053633528110432,31000
201708,2011,성수동1가,3,16.52,242,483,0.5016939780633278,0.2557751025593406,11320
201708,2003,성수동1가,5,55.3,242,483,0.5016939780633278,0.146724364593377,24000
201708,2017,성수동2가,5,27.85,414,590,0.2007932979569494,0.4514091208580573,20500
201708,1996,성수동2가,1,42.3,414,590,0.2007932979569494,0.9849614925548472,15800
201708,1984,성수동2가,1,56.13,414,590,0.2007932979569494,0.5591768354651154,16000
201708,2014,성수동2가,2,29.84,414,590,0.2007932979569494,0.453267409324975,18200
201708,1989,성수동2가,2,57.6,414,590,0.2007932979569494,0.6072465921068229,15000
201708,2014,성수동2가,4,14.85,414,590,0.2007932979569494,0.6076848061854379,12600
201708,2017,성수동2가,6,23.06,414,590,0.2007932979569494,0.5297157281305201,15400
201708,2012,성수동2가,3,14.387,414,590,0.2007932979569494,0.1962882243826467,5000
201708,1989,성수동2가,2,57.8,414,590,0.2007932979569494,0.5893119417982265,18000
201708,1993,성수동2가,3,39.33,414,590,0.2007932979569494,0.9548608032141755,14000
201708,1984,성수동2가,3,62.01,414,590,0.2007932979569494,0.942778080314204,14000
201708,2017,송정동,4,26.34,34,302,0.3423826319530213,0.6630047477315333,21000
201708,2016,송정동,2,35.57,34,302,0.3423826319530213,0.8108277769975275,15600
201708,2015,송정동,4,30.05,34,302,0.3423826319530213,0.8453142764891343,13000
201708,2015,송정동,5,35.5,34,302,0.3423826319530213,0.6971666750427312,18200
201708,2016,송정동,4,45.69,34,302,0.3423826319530213,0.79115203966334,7168
201708,2016,송정동,2,43.63,34,302,0.3423826319530213,0.79115203966334,7151
201708,2016,송정동,3,29.98,34,302,0.3423826319530213,0.7843676352888234,5817
201708,2016,송정동,2,51.84,34,302,0.3423826319530213,0.79115203966334,8429
201708,2017,송정동,6,29.81,34,302,0.3423826319530213,0.6630047477315333,22400
201708,1984,용답동,3,85.61,119,259,0.3491778403711091,0.1258474846197664,12000
201708,2016,용답동,2,54.87,119,259,0.3491778403711091,0.3272647707281646,28800
201709,2007,하왕십리동,4,83.04,57,268,0.1046213120132889,0.3447705333642594,24500
201709,1997,하왕십리동,6,108.6,57,268,0.1046213120132889,0.0658780464934359,14000
201709,2013,하왕십리동,5,12.87,57,268,0.1046213120132889,0.3538559498882893,8000
201709,2017,하왕십리동,2,27.51,57,268,0.1046213120132889,0.0415798917164361,22600
201709,2014,홍익동,6,44.89,63,81,0.1804761603730131,0.4348226749739915,30000
201709,2011,도선동,5,12.04,91,66,0.0389380766950148,0.2999196616504053,12000
201709,2011,도선동,5,12.24,91,66,0.0389380766950148,0.2999196616504053,11000
201709,2011,도선동,6,12.09,91,66,0.0389380766950148,0.2999196616504053,12000
201709,2011,도선동,6,12.24,91,66,0.0389380766950148,0.2999196616504053,12000
201709,2012,마장동,2,12.101,109,403,0.2093272735348379,0.3504087363716655,8000
201709,2015,마장동,4,48.19,109,403,0.2093272735348379,0.2829801923530597,27500
201709,2003,마장동,4,46.42,109,403,0.2093272735348379,0.6436018601273759,18200
201709,1997,마장동,1,62.25,109,403,0.2093272735348379,0.2521585577347594,2000
201709,2014,마장동,5,29.345,109,403,0.2093272735348379,0.2488043425399494,21600
201709,1984,마장동,2,77.41,109,403,0.2093272735348379,0.1482432519622367,24400
201709,2013,마장동,3,16.12,109,403,0.2093272735348379,0.3453645652036444,15000
201709,1992,사근동,3,58.48,32,171,0.146234410686467,0.2510346516061448,20000
201709,2003,사근동,3,46.105,32,171,0.146234410686467,0.343437535586011,16200
201709,2003,사근동,3,18.58,32,171,0.146234410686467,0.3253038316863694,7800
201709,2016,행당동,3,29.86,377,504,0.13913080625969,0.2053695054301922,24000
201709,2006,행당동,4,23.1,377,504,0.13913080625969,0.127804818121905,11200
201709,1988,행당동,1,62.9,377,504,0.13913080625969,0.349457055458507,8000
201709,2017,행당동,2,29.99,377,504,0.13913080625969,0.2573146826932443,20000
201709,2013,행당동,4,32.79,377,504,0.13913080625969,0.0447150011876338,22000
201709,2003,행당동,4,60.66,377,504,0.13913080625969,0.1416619459690394,27400
201709,2015,행당동,2,14.22,377,504,0.13913080625969,0.2823388138030519,8500
201709,2014,행당동,2,22.41,377,504,0.13913080625969,0.3518090042913442,13600
201709,1999,행당동,4,67.93,377,504,0.13913080625969,0.2056329430155995,25000
201709,1991,행당동,-1,33.11,377,504,0.13913080625969,0.3940859389651523,9400
201709,1994,행당동,2,54.84,377,504,0.13913080625969,0.5238396902295467,16500
201709,2003,행당동,4,11.36,377,504,0.13913080625969,0.1662011651126802,10000
201709,2004,행당동,2,79.32,377,504,0.13913080625969,0.0878823357335818,10800
201709,1994,응봉동,2,43.75,18,165,0.1684667888872718,0.5076008738185419,9000
201709,2000,응봉동,3,62.94,18,165,0.1684667888872718,0.4035337641220383,14500
201709,1996,응봉동,3,40.62,18,165,0.1684667888872718,0.4687248813071458,14200
201709,1994,응봉동,4,30.2,18,165,0.1684667888872718,0.408884700958576,7000
201709,2002,응봉동,4,64.55,18,165,0.1684667888872718,0.1811235755589755,23000
201709,1996,금호동1가,1,58.48,29,118,0.1570643267387269,0.3331088466878213,17800
201709,1994,금호동1가,-1,29.28,29,118,0.1570643267387269,0.2388918311100599,13800
201709,2003,금호동2가,4,52.35,45,95,0.1929204872803092,0.2810798916782244,20000
201709,2002,금호동3가,4,75.8,61,134,0.1325258315015504,0.6498935488812556,25500
201709,1997,금호동4가,1,42.48,53,195,0.2749366743830267,0.5291040291998548,14400
201709,1999,금호동4가,3,41.5,53,195,0.2749366743830267,0.2423256468644569,13000
201709,2004,금호동4가,5,57.32,53,195,0.2749366743830267,0.1025615714147775,17000
201709,1996,금호동4가,1,71.25,53,195,0.2749366743830267,0.4250197283536241,19000
201709,1993,옥수동,1,149.34,62,179,0.2304521073965688,0.5859612861418759,41000
201709,1991,성수동1가,2,42.57,245,483,0.5016939780633278,0.7877387158506678,12000
201709,1993,성수동1가,2,45.48,245,483,0.5016939780633278,0.5480799333755695,16000
201709,1978,성수동1가,2,60.93,245,483,0.5016939780633278,0.8230592862316135,16000
201709,2011,성수동1가,5,14.28,245,483,0.5016939780633278,0.2557751025593406,9700
201709,2012,성수동1가,3,12.0,245,483,0.5016939780633278,0.2389256226916387,6500
201709,1992,성수동1가,4,54.59,245,483,0.5016939780633278,0.2309633023762844,25000
201709,1990,성수동1가,1,36.48,245,483,0.5016939780633278,0.2308994371478769,19800
201709,2015,성수동1가,4,26.98,245,483,0.5016939780633278,0.5445816832445965,21480
201709,2003,성수동1가,5,46.66,245,483,0.5016939780633278,0.2148466849770381,18000
201709,2006,성수동1가,2,57.08,245,483,0.5016939780633278,0.8996381155021567,22000
201709,2004,성수동1가,2,48.63,245,483,0.5016939780633278,0.6685367393203372,20000
201709,2006,성수동1가,3,44.88,245,483,0.5016939780633278,0.6605333446071049,15000
201709,2006,성수동1가,4,70.92,245,483,0.5016939780633278,0.8038748038906914,24200
201709,1989,성수동1가,3,58.23,245,483,0.5016939780633278,0.2414916117933888,25000
201709,1981,성수동1가,2,36.0,245,483,0.5016939780633278,0.3692986897201644,12000
201709,2012,성수동1가,5,29.16,245,483,0.5016939780633278,0.2442417009194672,16000
201709,2012,성수동1가,5,22.1,245,483,0.5016939780633278,0.3401094900651512,12600
201709,2017,성수동1가,4,28.425,245,483,0.5016939780633278,0.1709803950659707,23500
201709,1993,성수동1가,2,19.76,245,483,0.5016939780633278,0.5606295879736374,10600
201709,2004,성수동1가,5,45.6,245,483,0.5016939780633278,0.3125107586172341,11000
201709,2008,성수동2가,1,27.64,418,590,0.2007932979569494,0.486936968136728,12000
201709,2016,성수동2가,6,28.63,418,590,0.2007932979569494,0.5058662403874556,21000
201709,2003,성수동2가,3,30.69,418,590,0.2007932979569494,0.947209804178103,13000
201709,1986,성수동2가,3,64.44,418,590,0.2007932979569494,0.7532600441773494,24500
201709,2017,성수동2가,5,15.3317,418,590,0.2007932979569494,0.5635993330427613,16400
201709,2016,성수동2가,6,49.17,418,590,0.2007932979569494,0.4889668150071673,13720
201709,1978,성수동2가,5,62.45,418,590,0.2007932979569494,0.676403389915697,11800
201709,2014,성수동2가,3,18.75,418,590,0.2007932979569494,0.5399460605635739,10500
201709,2016,성수동2가,4,22.84,418,590,0.2007932979569494,0.4654191692885641,19000
201709,1993,성수동2가,4,39.33,418,590,0.2007932979569494,0.9548608032141755,11000
201709,1990,성수동2가,1,68.4,418,590,0.2007932979569494,0.5668913962294476,25000
201709,1977,성수동2가,-1,62.48,418,590,0.2007932979569494,0.3952419826277074,15400
201709,2015,송정동,3,47.61,34,302,0.3423826319530213,0.8780976407934186,20000
201709,1987,송정동,1,41.52,34,302,0.3423826319530213,0.8472404328794491,10000
201709,2011,송정동,2,12.81,34,302,0.3423826319530213,0.6806361990047283,10200
201709,2017,송정동,2,32.46,34,302,0.3423826319530213,0.7315706440641434,5394
201709,2017,송정동,3,29.52,34,302,0.3423826319530213,0.6630047477315333,23100
201709,2016,송정동,2,29.76,34,302,0.3423826319530213,0.7954804514937526,15000
201709,2013,용답동,3,38.45,119,259,0.3491778403711091,0.4329079706092116,14500
201709,1984,용답동,3,85.6,119,259,0.3491778403711091,0.1258474846197664,18000
201710,2013,하왕십리동,7,12.87,59,268,0.1046213120132889,0.3538559498882893,8000
201710,2017,하왕십리동,2,27.51,59,268,0.1046213120132889,0.0415798917164361,22000
201710,2013,하왕십리동,6,18.4,59,268,0.1046213120132889,0.3538559498882893,12200
201710,2013,하왕십리동,5,18.4,59,268,0.1046213120132889,0.3538559498882893,8000
201710,2011,도선동,4,12.04,92,66,0.0389380766950148,0.2999196616504053,12000
201710,2011,도선동,5,12.02,92,66,0.0389380766950148,0.2999196616504053,12000
201710,2011,도선동,4,12.09,92,66,0.0389380766950148,0.2999196616504053,12000
201710,2007,마장동,1,15.54,111,403,0.2093272735348379,0.389706243347204,13500
201710,2013,마장동,3,14.79,111,403,0.2093272735348379,0.270426603939473,11000
201710,2015,마장동,5,48.19,111,403,0.2093272735348379,0.2829801923530597,27000
201710,2007,마장동,1,13.76,111,403,0.2093272735348379,0.389706243347204,12000
