date,build_year,dong,floor,use_area,res_cnt,cctv_cnt,school_dis,sub_dis,total_deposit
201501,1986,하왕십리동,3,39.7,36,268,0.1046213120132889,0.1067527743817804,15000
201501,2012,하왕십리동,4,13.97,36,268,0.1046213120132889,0.1531761313928179,8714
201501,1977,홍익동,3,85.36,51,81,0.1804761603730131,0.4411082509298412,17000
201501,2014,홍익동,2,27.45,51,81,0.1804761603730131,0.2833583781493623,19000
201501,2012,도선동,5,17.56,75,66,0.0389380766950148,0.382163479780204,11714
201501,1996,도선동,1,50.76,75,66,0.0389380766950148,0.2226025540093648,18000
201501,2012,마장동,5,74.82,97,403,0.2093272735348379,0.3662273846774186,22000
201501,2013,마장동,4,12.09,97,403,0.2093272735348379,0.3453645652036444,11666
201501,2013,마장동,4,23.28,97,403,0.2093272735348379,0.4873926428058093,15000
201501,1982,마장동,2,60.2,97,403,0.2093272735348379,0.1540156137482248,15000
201501,2013,마장동,2,12.87,97,403,0.2093272735348379,0.3198229581829274,9000
201501,2007,마장동,4,30.83,97,403,0.2093272735348379,0.389706243347204,9000
201501,2013,마장동,4,12.02,97,403,0.2093272735348379,0.2557294041588038,9666
201501,2012,마장동,4,14.72,97,403,0.2093272735348379,0.3474890689981026,10523
201501,2013,마장동,3,13.4,97,403,0.2093272735348379,0.2351644577980528,8714
201501,1984,마장동,2,66.4,97,403,0.2093272735348379,0.1696176766768191,18000
201501,2012,마장동,2,17.23,97,403,0.2093272735348379,0.3662273846774186,9500
201501,2013,마장동,3,17.82,97,403,0.2093272735348379,0.2616319480959211,11523
201501,2002,마장동,4,49.15,97,403,0.2093272735348379,0.1583057866819701,20000
201501,1982,마장동,3,50.02,97,403,0.2093272735348379,0.161435400609299,15000
201501,2013,마장동,3,13.46,97,403,0.2093272735348379,0.3198229581829274,11047
201501,2012,마장동,2,15.0,97,403,0.2093272735348379,0.3474890689981026,8714
201501,2003,사근동,3,17.07,17,171,0.146234410686467,0.3253038316863694,6000
201501,2015,사근동,3,20.51,17,171,0.146234410686467,0.4318418485684415,9071
201501,2003,사근동,3,50.45,17,171,0.146234410686467,0.4242816354945052,11095
201501,2004,사근동,2,22.68,17,171,0.146234410686467,0.3053428670510548,8714
201501,2015,사근동,2,13.77,17,171,0.146234410686467,0.4274667731467058,13428
201501,1986,사근동,1,15.13,17,171,0.146234410686467,0.4740274072195563,6000
201501,2004,사근동,4,11.06,17,171,0.146234410686467,0.3048549114888988,6500
201501,2015,사근동,4,13.0,17,171,0.146234410686467,0.4274667731467058,10619
201501,2004,사근동,3,15.2,17,171,0.146234410686467,0.3048549114888988,5500
201501,2015,사근동,2,10.96,17,171,0.146234410686467,0.4274667731467058,11523
201501,1986,사근동,2,15.13,17,171,0.146234410686467,0.4740274072195563,5000
201501,2006,사근동,5,20.58,17,171,0.146234410686467,0.339336007275731,9500
201501,2015,사근동,4,28.46,17,171,0.146234410686467,0.4274667731467058,13428
201501,2004,사근동,2,77.41,17,171,0.146234410686467,0.3048549114888988,6000
201501,2007,사근동,2,30.78,17,171,0.146234410686467,0.3251603698013881,8119
201501,1986,사근동,2,11.27,17,171,0.146234410686467,0.4740274072195563,5000
201501,2015,사근동,0,20.0,17,171,0.146234410686467,0.4274667731467058,12523
201501,2003,사근동,2,50.45,17,171,0.146234410686467,0.4242816354945052,10571
201501,1986,사근동,2,15.13,17,171,0.146234410686467,0.4740274072195563,7500
201501,2004,사근동,4,11.06,17,171,0.146234410686467,0.3048549114888988,5000
201501,2014,행당동,5,19.05,300,504,0.13913080625969,0.3518090042913442,16428
201501,2014,행당동,6,45.71,300,504,0.13913080625969,0.1015863053612883,23500
201501,2014,행당동,2,22.41,300,504,0.13913080625969,0.3518090042913442,13428
201501,2003,행당동,3,31.49,300,504,0.13913080625969,0.1662011651126802,5000
201501,2005,행당동,4,46.36,300,504,0.13913080625969,0.0767973737259779,21285
201501,2014,행당동,5,19.8,300,504,0.13913080625969,0.2749465370843643,12500
201501,2005,행당동,3,92.87,300,504,0.13913080625969,0.1566185411550105,10714
201501,2014,행당동,4,31.025,300,504,0.13913080625969,0.0896894501088174,12428
201501,2013,행당동,3,33.37,300,504,0.13913080625969,0.1031038708293038,17000
201501,2015,행당동,4,20.2,300,504,0.13913080625969,0.2429878188990797,14428
201501,2013,행당동,4,33.37,300,504,0.13913080625969,0.1031038708293038,17000
201501,2013,행당동,0,17.75,300,504,0.13913080625969,0.1752350909276046,11476
201501,2013,행당동,4,24.23,300,504,0.13913080625969,0.1752350909276046,12428
201501,2001,행당동,2,25.65,300,504,0.13913080625969,0.1522422131960063,13380
201501,2013,행당동,2,13.64,300,504,0.13913080625969,0.2079531819116676,7000
201501,2005,행당동,3,92.87,300,504,0.13913080625969,0.1502853453520356,13523
201501,2013,행당동,4,13.93,300,504,0.13913080625969,0.1752350909276046,11523
201501,2013,행당동,2,14.08,300,504,0.13913080625969,0.2079531819116676,11523
201501,2012,행당동,4,13.17,300,504,0.13913080625969,0.2304267224423356,12809
201501,2003,행당동,3,18.56,300,504,0.13913080625969,0.1392704041697897,12523
201501,2005,행당동,3,79.51,300,504,0.13913080625969,0.0876561588205474,11523
201501,2013,행당동,2,15.54,300,504,0.13913080625969,0.2552258056629403,13428
201501,2015,행당동,3,29.64,300,504,0.13913080625969,0.2823388138030519,17619
201501,2003,행당동,3,64.5,300,504,0.13913080625969,0.1836522064566372,15785
201501,2014,행당동,3,29.01,300,504,0.13913080625969,0.2749465370843643,17000
201501,2003,행당동,4,90.34,300,504,0.13913080625969,0.1288367464599367,10523
201501,2015,행당동,2,14.22,300,504,0.13913080625969,0.2823388138030519,7000
201501,2013,행당동,3,15.54,300,504,0.13913080625969,0.2552258056629403,14476
201501,2002,행당동,0,24.38,300,504,0.13913080625969,0.088763690554783,12095
201501,2013,행당동,4,23.16,300,504,0.13913080625969,0.0447150011876338,5000
201501,2014,행당동,2,14.11,300,504,0.13913080625969,0.0896894501088174,12428
201501,2005,행당동,2,18.83,300,504,0.13913080625969,0.1502853453520356,11619
201501,2015,행당동,2,29.59,300,504,0.13913080625969,0.2067049151697886,18000
201501,2003,행당동,2,49.84,300,504,0.13913080625969,0.3430378395899805,18000
201501,2012,행당동,5,15.78,300,504,0.13913080625969,0.2304267224423356,15333
201501,1993,행당동,0,22.14,300,504,0.13913080625969,0.5575378265624398,7000
201501,2013,행당동,3,13.93,300,504,0.13913080625969,0.1752350909276046,13428
201501,2003,행당동,1,18.27,300,504,0.13913080625969,0.086328052409394,11619
201501,1994,행당동,2,58.68,300,504,0.13913080625969,0.5528218492445233,23000
201501,2003,행당동,4,81.92,300,504,0.13913080625969,0.086328052409394,10761
201501,1993,응봉동,2,38.16,15,165,0.1684667888872718,0.4151527673036836,10000
201501,1993,응봉동,3,46.0,15,165,0.1684667888872718,0.4702879064592801,9000
201501,1995,응봉동,2,29.74,15,165,0.1684667888872718,0.4452411592798646,6585
201501,1993,금호동2가,1,26.28,35,95,0.1929204872803092,0.30453199598219,6000
201501,2015,금호동3가,5,43.36,50,134,0.1325258315015504,0.5267195638930574,22000
201501,2008,금호동3가,4,61.11,50,134,0.1325258315015504,0.6824129875294654,17428
201501,2015,금호동3가,4,34.76,50,134,0.1325258315015504,0.5267195638930574,17000
201501,1986,금호동3가,2,48.47,50,134,0.1325258315015504,0.5897364495336682,11176
201501,2004,금호동3가,4,49.71,50,134,0.1325258315015504,0.3787807239313616,15000
201501,2005,금호동3가,3,59.88,50,134,0.1325258315015504,0.4760762005450691,19523
201501,1993,금호동4가,4,32.24,40,195,0.2749366743830267,0.3558057781432895,10523
201501,1986,금호동4가,2,41.22,40,195,0.2749366743830267,0.206841744982356,12428
201501,2010,금호동4가,2,77.67,40,195,0.2749366743830267,0.7982729453893713,20047
201501,1986,금호동4가,2,41.22,40,195,0.2749366743830267,0.206841744982356,8619
201501,1986,금호동4가,2,47.64,40,195,0.2749366743830267,0.4080208064151491,15000
201501,1987,옥수동,2,189.1,50,179,0.2304521073965688,0.6379241586586559,50000
201501,1987,옥수동,1,164.08,50,179,0.2304521073965688,0.6379241586586559,47000
201501,2006,성수동1가,2,74.48,168,483,0.5016939780633278,0.8124765525086551,23000
201501,2006,성수동1가,2,44.28,168,483,0.5016939780633278,0.6801789248764867,15000
201501,2015,성수동1가,3,28.74,168,483,0.5016939780633278,0.1232810648241161,16238
201501,2006,성수동1가,3,44.28,168,483,0.5016939780633278,0.6801789248764867,17714
201501,2003,성수동1가,4,39.16,168,483,0.5016939780633278,0.4367403790587325,16000
201501,2006,성수동1가,4,59.73,168,483,0.5016939780633278,0.8038748038906914,18000
201501,2007,성수동1가,2,84.85,168,483,0.5016939780633278,0.620182086843589,22000
201501,2007,성수동1가,4,47.04,168,483,0.5016939780633278,0.261772666573654,16000
201501,2006,성수동1가,3,74.64,168,483,0.5016939780633278,0.8608619124077739,18000
201501,1982,성수동1가,3,58.58,168,483,0.5016939780633278,0.4385164946727655,16928
201501,2007,성수동1가,2,82.4,168,483,0.5016939780633278,0.8541392301453621,18000
201501,2015,성수동1가,4,14.76,168,483,0.5016939780633278,0.1232810648241161,9571
201501,2015,성수동1가,4,29.615,168,483,0.5016939780633278,0.1165404500423937,17500
201501,2015,성수동1가,4,29.21,168,483,0.5016939780633278,0.1232810648241161,17000
201501,2001,성수동1가,2,39.61,168,483,0.5016939780633278,0.4502717121257406,12000
201501,1981,성수동1가,2,36.0,168,483,0.5016939780633278,0.3692986897201644,12000
201501,2015,성수동1가,3,29.29,168,483,0.5016939780633278,0.1165404500423937,17238
201501,1978,성수동1가,2,81.22,168,483,0.5016939780633278,0.4876843552776477,20000
201501,2012,성수동1가,2,16.52,168,483,0.5016939780633278,0.2712270945698034,6904
201501,2006,성수동1가,3,77.38,168,483,0.5016939780633278,0.6102944041685512,19904
201501,2015,성수동1가,3,33.18,168,483,0.5016939780633278,0.1165404500423937,18000
201501,2015,성수동1가,3,29.615,168,483,0.5016939780633278,0.1165404500423937,17500
201501,2015,성수동1가,2,28.74,168,483,0.5016939780633278,0.1232810648241161,16285
201501,2002,성수동2가,5,75.25,326,590,0.2007932979569494,0.5911701835832714,23500
201501,2014,성수동2가,3,14.21,326,590,0.2007932979569494,0.6076848061854379,8666
201501,2004,성수동2가,2,53.69,326,590,0.2007932979569494,0.8043504424294208,18000
201501,2014,성수동2가,2,16.84,326,590,0.2007932979569494,0.5399460605635739,8500
201501,2007,성수동2가,3,63.34,326,590,0.2007932979569494,1.0141233448257738,20000
201501,2012,성수동2가,5,18.43,326,590,0.2007932979569494,0.3076555698138548,9761
201501,2012,성수동2가,3,16.72,326,590,0.2007932979569494,0.2949048326536296,9452
201501,2012,성수동2가,4,14.387,326,590,0.2007932979569494,0.1962882243826467,9071
201501,1985,성수동2가,2,54.0,326,590,0.2007932979569494,0.6858113645290962,13523
201501,1978,성수동2가,3,43.97,326,590,0.2007932979569494,0.676403389915697,7500
201501,1978,성수동2가,2,59.27,326,590,0.2007932979569494,0.1919534765990873,15000
201501,2014,성수동2가,2,14.04,326,590,0.2007932979569494,0.6076848061854379,6500
201501,1986,성수동2가,1,64.53,326,590,0.2007932979569494,0.8404168993505748,15500
201501,2005,성수동2가,5,56.58,326,590,0.2007932979569494,0.9436061315641802,20000
201501,2013,송정동,3,23.94,30,302,0.3423826319530213,0.8236801437012256,10619
201501,1995,송정동,1,78.3,30,302,0.3423826319530213,0.7569857713678839,18000
201501,2011,송정동,2,12.01,30,302,0.3423826319530213,0.6806361990047283,6500
201501,2001,송정동,3,58.43,30,302,0.3423826319530213,0.8772044086384007,16000
201501,2001,송정동,2,43.77,30,302,0.3423826319530213,0.8134804719551066,13000
201501,2006,송정동,4,43.6,30,302,0.3423826319530213,0.7198484350312851,11500
201501,2003,용답동,2,35.3,103,259,0.3491778403711091,0.2733176156807725,10619
201501,2003,용답동,5,37.26,103,259,0.3491778403711091,0.2832232775389757,10000
201501,2012,용답동,4,16.38,103,259,0.3491778403711091,0.2275099915556962,6000
201502,2012,홍익동,3,15.43,53,81,0.1804761603730131,0.3893117108046047,11476
201502,2012,홍익동,3,24.31,53,81,0.1804761603730131,0.2493083409252174,12966
201502,2012,홍익동,2,15.43,53,81,0.1804761603730131,0.3893117108046047,9000
201502,1986,도선동,2,39.81,76,66,0.0389380766950148,0.315167819295552,13000
201502,2011,마장동,5,14.12,97,403,0.2093272735348379,0.5972445332558228,8809
201502,2014,마장동,5,29.345,97,403,0.2093272735348379,0.2488043425399494,18523
201502,2013,마장동,2,13.4,97,403,0.2093272735348379,0.2351644577980528,9666
201502,2013,마장동,5,21.19,97,403,0.2093272735348379,0.2616319480959211,14333
201502,2012,마장동,5,29.95,97,403,0.2093272735348379,0.3474890689981026,10571
201502,2012,마장동,3,14.5,97,403,0.2093272735348379,0.3474890689981026,9619
201502,2013,마장동,3,21.39,97,403,0.2093272735348379,0.3453645652036444,17428
201502,2013,마장동,2,16.12,97,403,0.2093272735348379,0.3453645652036444,11619
201502,2015,마장동,1,15.74,97,403,0.2093272735348379,0.3439462034945723,8000
201502,2013,마장동,2,13.64,97,403,0.2093272735348379,0.2616319480959211,10523
201502,2013,마장동,2,12.83,97,403,0.2093272735348379,0.2557294041588038,11476
201502,2015,마장동,2,13.04,97,403,0.2093272735348379,0.3439462034945723,8000
201502,2013,마장동,4,28.26,97,403,0.2093272735348379,0.2351644577980528,9071
201502,2011,마장동,3,13.75,97,403,0.2093272735348379,0.5972445332558228,7000
201502,2003,마장동,4,21.08,97,403,0.2093272735348379,0.2302433770383551,11523
201502,1997,마장동,1,55.11,97,403,0.2093272735348379,0.1849199334242102,16000
201502,1987,사근동,1,43.98,17,171,0.146234410686467,0.4841333623263403,5857
201502,2015,사근동,3,10.96,17,171,0.146234410686467,0.4274667731467058,11071
201502,2015,사근동,4,24.74,17,171,0.146234410686467,0.4274667731467058,11523
201502,2015,사근동,4,13.77,17,171,0.146234410686467,0.4274667731467058,11523
201502,2003,사근동,5,15.33,17,171,0.146234410686467,0.3253038316863694,8666
201502,2015,사근동,0,18.0,17,171,0.146234410686467,0.4274667731467058,11523
201502,2015,사근동,2,13.34,17,171,0.146234410686467,0.4274667731467058,11523
201502,2004,사근동,4,11.06,17,171,0.146234410686467,0.3048549114888988,7000
201502,2003,사근동,4,46.105,17,171,0.146234410686467,0.343437535586011,14000
201502,2006,사근동,4,24.87,17,171,0.146234410686467,0.339336007275731,8000
201502,1986,사근동,2,15.13,17,171,0.146234410686467,0.4740274072195563,5000
201502,2013,행당동,3,14.75,300,504,0.13913080625969,0.2552258056629403,11571
201502,2014,행당동,3,15.46,300,504,0.13913080625969,0.0896894501088174,11571
201502,2006,행당동,2,14.0,300,504,0.13913080625969,0.134604932684672,9000
201502,2002,행당동,3,55.63,300,504,0.13913080625969,0.1584640082695733,16952
201502,2013,행당동,2,12.61,300,504,0.13913080625969,0.2164149690886704,10523
201502,2013,행당동,3,12.05,300,504,0.13913080625969,0.1752350909276046,10523
201502,2011,행당동,4,20.24,300,504,0.13913080625969,0.2267533963993109,17428
201502,2003,행당동,3,35.95,300,504,0.13913080625969,0.086328052409394,10761
201502,2013,행당동,4,41.21,300,504,0.13913080625969,0.2164149690886704,10523
201502,2001,행당동,1,55.26,300,504,0.13913080625969,0.1522422131960063,13190
201502,2005,행당동,1,19.59,300,504,0.13913080625969,0.1566185411550105,9714
201502,2003,행당동,4,46.2,300,504,0.13913080625969,0.1955997619256078,16238
201502,2005,행당동,3,92.87,300,504,0.13913080625969,0.1502853453520356,11619
201502,2013,행당동,3,13.12,300,504,0.13913080625969,0.2079531819116676,11523
201502,2013,행당동,2,17.63,300,504,0.13913080625969,0.2079531819116676,11714
201502,2015,행당동,3,29.61,300,504,0.13913080625969,0.2823388138030519,17000
201502,2013,행당동,5,29.69,300,504,0.13913080625969,0.0447150011876338,17476
201502,1987,행당동,2,54.32,300,504,0.13913080625969,0.1053223059737623,10571
201502,2003,행당동,4,12.22,300,504,0.13913080625969,0.1662011651126802,7500
201502,2003,행당동,3,64.5,300,504,0.13913080625969,0.1836522064566372,11476
201502,2015,행당동,4,29.59,300,504,0.13913080625969,0.2067049151697886,18500
201502,1988,행당동,1,64.05,300,504,0.13913080625969,0.3413343161984537,14000
201502,2015,행당동,2,35.99,300,504,0.13913080625969,0.2067049151697886,19000
201502,1992,행당동,0,64.72,300,504,0.13913080625969,0.3844587367650394,6857
201502,2003,행당동,0,15.0,300,504,0.13913080625969,0.1836522064566372,10523
201502,1994,응봉동,1,45.15,15,165,0.1684667888872718,0.497346786112318,8666
201502,1993,응봉동,3,35.52,15,165,0.1684667888872718,0.4752794193772431,6500
201502,1998,응봉동,3,50.41,15,165,0.1684667888872718,0.5449047833852233,12000
201502,2003,응봉동,3,51.01,15,165,0.1684667888872718,0.2844290361722486,17619
201502,1994,응봉동,1,70.2,15,165,0.1684667888872718,0.1873822627840712,22000
201502,1995,응봉동,1,44.14,15,165,0.1684667888872718,0.4452411592798646,5000
201502,2002,응봉동,3,75.81,15,165,0.1684667888872718,0.2678117454701631,18904
201502,1998,응봉동,3,32.34,15,165,0.1684667888872718,0.4939584066382661,8000
201502,1994,금호동1가,2,33.76,21,118,0.1570643267387269,0.4606726608084208,8000
201502,2000,금호동1가,4,38.13,21,118,0.1570643267387269,0.3089643895267091,11952
201502,1996,금호동1가,3,41.58,21,118,0.1570643267387269,0.3811948935440045,13476
201502,1993,금호동1가,3,30.58,21,118,0.1570643267387269,0.2896036499174653,7666
201502,1996,금호동1가,-1,39.12,21,118,0.1570643267387269,0.3477018038158621,7000
201502,1996,금호동1가,1,36.6,21,118,0.1570643267387269,0.323197657660956,11523
201502,1995,금호동1가,-1,52.45,21,118,0.1570643267387269,0.3035439140235854,13500
201502,1992,금호동1가,3,44.52,21,118,0.1570643267387269,0.4258350403766789,12000
201502,2000,금호동1가,1,38.13,21,118,0.1570643267387269,0.3089643895267091,11500
201502,2008,금호동2가,3,68.4,35,95,0.1929204872803092,0.2562077176815619,26333
201502,1989,금호동2가,1,60.63,35,95,0.1929204872803092,0.2396512172257515,13000
201502,1997,금호동3가,3,56.79,50,134,0.1325258315015504,0.3695138758534378,17000
201502,1994,금호동3가,4,29.3,50,134,0.1325258315015504,0.7728420111137463,11000
201502,2015,금호동3가,5,43.91,50,134,0.1325258315015504,0.5267195638930574,23000
201502,2003,금호동3가,2,20.9,50,134,0.1325258315015504,0.5380732778853891,7809
201502,1986,금호동3가,1,48.15,50,134,0.1325258315015504,0.6240077810485706,11500
201502,2015,금호동3가,4,34.76,50,134,0.1325258315015504,0.5267195638930574,21000
201502,1997,금호동3가,2,48.3,50,134,0.1325258315015504,0.4002810732125819,16000
201502,2003,금호동4가,2,67.96,40,195,0.2749366743830267,0.3478538894988038,13000
201502,2004,금호동4가,6,89.67,40,195,0.2749366743830267,0.1025615714147775,11000
201502,1987,옥수동,3,99.34,50,179,0.2304521073965688,0.6379241586586559,40000
201502,1991,옥수동,2,34.65,50,179,0.2304521073965688,0.3856162444964439,12000
201502,2015,성수동1가,5,14.76,168,483,0.5016939780633278,0.1232810648241161,10023
201502,2015,성수동1가,2,29.29,168,483,0.5016939780633278,0.1165404500423937,17500
201502,2001,성수동1가,3,40.02,168,483,0.5016939780633278,0.4502717121257406,12000
201502,2003,성수동1가,3,50.86,168,483,0.5016939780633278,0.2148466849770381,22000
201502,2007,성수동1가,4,46.3,168,483,0.5016939780633278,0.7225963515702761,16000
201502,2015,성수동1가,4,28.74,168,483,0.5016939780633278,0.1232810648241161,17000
201502,2007,성수동1가,3,84.75,168,483,0.5016939780633278,0.620182086843589,21428
201502,2007,성수동1가,3,84.75,168,483,0.5016939780633278,0.620182086843589,21523
201502,2015,성수동1가,5,29.615,168,483,0.5016939780633278,0.1165404500423937,17500
201502,2015,성수동1가,4,29.29,168,483,0.5016939780633278,0.1165404500423937,17000
201502,2008,성수동1가,3,60.22,168,483,0.5016939780633278,0.2729197222709043,21809
201502,2015,성수동1가,2,29.615,168,483,0.5016939780633278,0.1165404500423937,17500
201502,2006,성수동1가,4,59.73,168,483,0.5016939780633278,0.8038748038906914,18000
201502,2012,성수동1가,3,22.1,168,483,0.5016939780633278,0.3401094900651512,9666
201502,1993,성수동1가,3,34.48,168,483,0.5016939780633278,0.5606295879736374,10523
201502,2003,성수동1가,2,28.64,168,483,0.5016939780633278,0.3902460534191349,11000
201502,2015,성수동1가,2,29.21,168,483,0.5016939780633278,0.1232810648241161,17000
201502,2006,성수동1가,4,42.89,168,483,0.5016939780633278,0.8529103121425544,12000
201502,2015,성수동1가,3,29.92,168,483,0.5016939780633278,0.1232810648241161,18000
201502,1978,성수동1가,2,77.52,168,483,0.5016939780633278,0.4876843552776477,20000
201502,1978,성수동1가,1,81.22,168,483,0.5016939780633278,0.4876843552776477,18000
201502,1983,성수동1가,1,59.76,168,483,0.5016939780633278,0.5777593800474246,17619
201502,2006,성수동1가,2,66.08,168,483,0.5016939780633278,0.8535970811048303,18000
201502,1983,성수동1가,1,48.69,168,483,0.5016939780633278,0.3663841689546234,11476
201502,1983,성수동1가,3,59.76,168,483,0.5016939780633278,0.5777593800474246,11523
201502,2006,성수동1가,2,25.68,168,483,0.5016939780633278,0.8530414740319364,5000
201502,1987,성수동1가,1,67.35,168,483,0.5016939780633278,0.2734098073828437,20000
201502,2006,성수동1가,4,24.86,168,483,0.5016939780633278,0.781350215978679,9000
201502,2007,성수동1가,5,61.18,168,483,0.5016939780633278,0.3546949832781008,21500
201502,2005,성수동2가,4,37.34,328,590,0.2007932979569494,0.794314396034993,14000
201502,2012,성수동2가,0,16.0,328,590,0.2007932979569494,0.2226290687922561,8619
201502,2012,성수동2가,5,18.76,328,590,0.2007932979569494,0.3226975309490748,8714
201502,1984,성수동2가,2,56.14,328,590,0.2007932979569494,0.5591768354651154,14000
201502,2012,성수동2가,5,14.76,328,590,0.2007932979569494,0.2949048326536296,9952
201502,2005,성수동2가,3,37.91,328,590,0.2007932979569494,0.794314396034993,15000
201502,1986,성수동2가,1,41.25,328,590,0.2007932979569494,0.5316759270447505,9000
201502,1985,성수동2가,2,54.0,328,590,0.2007932979569494,0.6858113645290962,15000
201502,1983,성수동2가,2,47.52,328,590,0.2007932979569494,0.924988472056315,14428
201502,2012,성수동2가,2,15.18,328,590,0.2007932979569494,0.2949048326536296,9571
201502,1982,성수동2가,1,53.39,328,590,0.2007932979569494,0.5366169827405689,15000
201502,1994,성수동2가,4,57.79,328,590,0.2007932979569494,0.5746876997193712,10000
201502,2012,성수동2가,3,14.14,328,590,0.2007932979569494,0.3401247346503391,8619
201502,2013,성수동2가,3,16.22,328,590,0.2007932979569494,0.3396409578505001,9619
201502,2012,성수동2가,2,29.57,328,590,0.2007932979569494,0.3209511390113173,14380
201502,2011,성수동2가,0,11.635,328,590,0.2007932979569494,0.519191026748363,7666
201502,2012,성수동2가,4,27.79,328,590,0.2007932979569494,0.3201975341598772,14333
201502,1989,성수동2가,1,57.6,328,590,0.2007932979569494,0.6072465921068229,15000
201502,1986,성수동2가,3,59.58,328,590,0.2007932979569494,0.7532600441773494,15000
201502,2012,성수동2가,5,29.9,328,590,0.2007932979569494,0.2789021974752202,13166
201502,2015,송정동,2,28.95,31,302,0.3423826319530213,0.8453142764891343,14000
201502,2015,송정동,2,30.05,31,302,0.3423826319530213,0.8453142764891343,13000
201502,2011,송정동,3,12.01,31,302,0.3423826319530213,0.6806361990047283,7809
201502,2015,송정동,3,30.05,31,302,0.3423826319530213,0.8453142764891343,13000
201502,1997,송정동,-1,31.5,31,302,0.3423826319530213,0.8021431397386026,5000
201502,1993,용답동,2,75.06,103,259,0.3491778403711091,0.0656609243826555,7000
201502,2008,용답동,5,60.14,103,259,0.3491778403711091,0.2132170018071418,15000
201503,2012,홍익동,5,13.05,53,81,0.1804761603730131,0.3893117108046047,9809
201503,2012,홍익동,5,15.54,53,81,0.1804761603730131,0.3893117108046047,9000
201503,2012,도선동,2,14.17,76,66,0.0389380766950148,0.3245810821367836,11000
201503,2004,도선동,4,61.89,76,66,0.0389380766950148,0.4325646237750352,20000
201503,1997,마장동,3,54.63,97,403,0.2093272735348379,0.1730303032309832,17000
201503,1997,마장동,0,52.92,97,403,0.2093272735348379,0.1849199334242102,11000
201503,2013,마장동,3,21.2,97,403,0.2093272735348379,0.430584893549879,8119
201503,2011,마장동,2,13.52,97,403,0.2093272735348379,0.5972445332558228,8000
201503,1983,마장동,2,63.08,97,403,0.2093272735348379,0.3309063340304713,13000
201503,2012,마장동,2,75.91,97,403,0.2093272735348379,0.3662273846774186,10714
201503,1991,사근동,1,63.6,17,171,0.146234410686467,0.4838286116932866,20500
201503,1990,사근동,0,50.3,17,171,0.146234410686467,0.2818865756488833,12000
201503,1991,사근동,0,28.75,17,171,0.146234410686467,0.3513519518718403,11000
201503,1991,사근동,3,34.74,17,171,0.146234410686467,0.3513519518718403,11500
201503,2014,행당동,2,37.77,302,504,0.13913080625969,0.2749465370843643,20000
201503,2003,행당동,2,47.16,302,504,0.13913080625969,0.4775581143046225,17000
201503,1986,행당동,1,83.13,302,504,0.13913080625969,0.5106806670211473,26000
201503,2003,행당동,3,55.01,302,504,0.13913080625969,0.2064902908565905,10523
201503,2014,행당동,4,34.29,302,504,0.13913080625969,0.2749465370843643,20000
201503,2015,행당동,5,28.66,302,504,0.13913080625969,0.2067049151697886,17500
201503,1997,행당동,1,45.42,302,504,0.13913080625969,0.5277534054736441,14666
201503,2015,행당동,2,29.64,302,504,0.13913080625969,0.2823388138030519,17619
201503,2015,행당동,3,27.26,302,504,0.13913080625969,0.2823388138030519,17000
201503,1993,행당동,1,66.33,302,504,0.13913080625969,0.4482705245180747,9714
201503,2015,행당동,2,29.61,302,504,0.13913080625969,0.2823388138030519,17000
201503,2015,행당동,3,24.34,302,504,0.13913080625969,0.2823388138030519,17000
201503,2015,행당동,4,16.17,302,504,0.13913080625969,0.2067049151697886,9619
201503,2015,행당동,4,36.65,302,504,0.13913080625969,0.2067049151697886,19000
201503,2015,행당동,5,16.17,302,504,0.13913080625969,0.2067049151697886,9619
201503,2015,행당동,2,16.17,302,504,0.13913080625969,0.2067049151697886,10523
201503,2014,행당동,3,29.72,302,504,0.13913080625969,0.2749465370843643,17000
201503,2015,행당동,5,29.96,302,504,0.13913080625969,0.2823388138030519,17000
201503,2007,행당동,3,67.52,302,504,0.13913080625969,0.2301589759242015,21000
201503,2003,응봉동,0,44.56,15,165,0.1684667888872718,0.4269104022459333,9000
201503,1993,응봉동,3,28.98,15,165,0.1684667888872718,0.4792777783124729,5000
201503,1996,응봉동,4,78.99,15,165,0.1684667888872718,0.1483615559091146,20571
201503,1996,응봉동,3,32.84,15,165,0.1684667888872718,0.5094241695905631,6000
201503,1995,응봉동,3,43.03,15,165,0.1684667888872718,0.4177312365548666,7500
201503,1995,응봉동,3,43.03,15,165,0.1684667888872718,0.4177312365548666,7000
201503,2002,응봉동,1,59.73,15,165,0.1684667888872718,0.4270123603991125,14000
201503,1993,응봉동,3,28.04,15,165,0.1684667888872718,0.4566115740968072,5000
201503,1998,금호동1가,3,33.24,21,118,0.1570643267387269,0.3779627744683445,10500
201503,1994,금호동1가,1,56.23,21,118,0.1570643267387269,0.4069422807924797,14380
201503,1998,금호동1가,2,57.44,21,118,0.1570643267387269,0.3445893495576482,14333
201503,1994,금호동1가,1,27.37,21,118,0.1570643267387269,0.3183583044616414,10000
201503,1999,금호동1가,2,59.66,21,118,0.1570643267387269,0.3444413759953708,18000
201503,2002,금호동2가,4,39.36,35,95,0.1929204872803092,0.3902106462723499,10000
201503,2002,금호동2가,2,55.74,35,95,0.1929204872803092,0.357520593591256,17000
201503,1995,금호동2가,4,35.11,35,95,0.1929204872803092,0.2423321296057383,13000
