dong,address,jibun,lat,long
응봉동,서울특별시 성동구 응봉동 265-32,265-32,37.552932913625,127.030697694529
응봉동,서울특별시 성동구 응봉동 265-160,265-160,37.5519073765778,127.030079263442
금호동2가,서울특별시 성동구 금호동2가 675,675,37.5517940150631,127.021487289779
금호동3가,서울특별시 성동구 금호동3가 587,587,37.5500341051864,127.022872265744
금호동3가,서울특별시 성동구 금호동3가 95-1,95-1,37.5492670365705,127.024894272235
금호동3가,서울특별시 성동구 금호동3가 587,587,37.5500341051864,127.022872265744
금호동3가,서울특별시 성동구 금호동3가 564-2,564-2,37.5496381653131,127.023540042064
금호동3가,서울특별시 성동구 금호동3가 912,912,37.5487964656719,127.020051518628
금호동3가,서울특별시 성동구 금호동3가 952,952,37.5489126838351,127.021145614249
금호동4가,서울특별시 성동구 금호동4가 1132,1132,37.5481597654191,127.019841205612
금호동4가,서울특별시 성동구 금호동4가 1348,1348,37.5475273850144,127.01796108795
금호동4가,서울특별시 성동구 금호동4가 187-1,187-1,37.5471881003979,127.024759711554
금호동4가,서울특별시 성동구 금호동4가 1348,1348,37.5475273850144,127.01796108795
금호동4가,서울특별시 성동구 금호동4가 1078-1,1078-1,37.5477377346243,127.020387551599
옥수동,서울특별시 성동구 옥수동 466,466,37.5401286573511,127.010374515648
옥수동,서울특별시 성동구 옥수동 466,466,37.5401286573511,127.010374515648
성수동1가,서울특별시 성동구 성수동1가 299-2,299-2,37.538353382863,127.051043220065
성수동1가,서울특별시 성동구 성수동1가 190,190,37.5381778269811,127.048137139769
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동1가,서울특별시 성동구 성수동1가 190,190,37.5381778269811,127.048137139769
성수동1가,서울특별시 성동구 성수동1가 613-24,613-24,37.5398507800696,127.045934962899
성수동1가,서울특별시 성동구 성수동1가 301,301,37.5383218379245,127.050857410434
성수동1가,서울특별시 성동구 성수동1가 35-2,35-2,37.5395730048082,127.049495263138
성수동1가,서울특별시 성동구 성수동1가 14-67,14-67,37.5459646491815,127.049819049776
성수동1가,서울특별시 성동구 성수동1가 317,317,37.5375500160113,127.050706288531
성수동1가,서울특별시 성동구 성수동1가 685-185,685-185,37.5487585399595,127.042733948408
성수동1가,서울특별시 성동구 성수동1가 318,318,37.5376720708366,127.050777766606
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동1가,서울특별시 성동구 성수동1가 685-251,685-251,37.5477341860621,127.042256839749
성수동1가,서울특별시 성동구 성수동1가 656-1264,656-1264,37.5501534079708,127.045305974577
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 685-260,685-260,37.5472711355889,127.041571954376
성수동1가,서울특별시 성동구 성수동1가 656-700,656-700,37.5494619658585,127.046045876906
성수동1가,서울특별시 성동구 성수동1가 168,168,37.5385598387252,127.047275538394
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동2가,서울특별시 성동구 성수동2가 19-25,19-25,37.5441053887774,127.064445174598
성수동2가,서울특별시 성동구 성수동2가 299-82,299-82,37.5497813788115,127.053901519789
성수동2가,서울특별시 성동구 성수동2가 573-1,573-1,37.5374078282201,127.057233928872
성수동2가,서울특별시 성동구 성수동2가 299-149,299-149,37.5488574936113,127.053109163477
성수동2가,서울특별시 성동구 성수동2가 647,647,37.5351701717619,127.056153289995
성수동2가,서울특별시 성동구 성수동2가 321-52,321-52,37.5419491682061,127.054893437074
성수동2가,서울특별시 성동구 성수동2가 321-45,321-45,37.5420139329426,127.055123637834
성수동2가,서울특별시 성동구 성수동2가 315-44,315-44,37.5428412905404,127.05557267742
성수동2가,서울특별시 성동구 성수동2가 269-236,269-236,37.5391120674222,127.059606827173
성수동2가,서울특별시 성동구 성수동2가 336-2,336-2,37.5386653560701,127.054173784676
성수동2가,서울특별시 성동구 성수동2가 289-304,289-304,37.5460465717912,127.057132239562
성수동2가,서울특별시 성동구 성수동2가 299-82,299-82,37.5497813788115,127.053901519789
성수동2가,서울특별시 성동구 성수동2가 573-4,573-4,37.5370909897581,127.057330313055
성수동2가,서울특별시 성동구 성수동2가 756-1,756-1,37.5362453733633,127.053946424234
송정동,서울특별시 성동구 송정동 72-113,72-113,37.5534822556728,127.06845619719
송정동,서울특별시 성동구 송정동 73-400,73-400,37.5529848334509,127.068888842321
송정동,서울특별시 성동구 송정동 67-22,67-22,37.5485016339748,127.061916940796
송정동,서울특별시 성동구 송정동 66-167,66-167,37.5486827093142,127.064489288126
송정동,서울특별시 성동구 송정동 72-103,72-103,37.5536772234683,127.06893474791
송정동,서울특별시 성동구 송정동 98-6,98-6,37.5575902597274,127.071353993401
용답동,서울특별시 성동구 용답동 155-2,155-2,37.5658176238652,127.049734586011
용답동,서울특별시 성동구 용답동 155-3,155-3,37.5657806362868,127.049631559449
용답동,서울특별시 성동구 용답동 63-3,63-3,37.5654077435199,127.053880405105
홍익동,서울특별시 성동구 홍익동 302-3,302-3,37.5658448471002,127.032978432373
홍익동,서울특별시 성동구 홍익동 364,364,37.5658557029923,127.03115813007
홍익동,서울특별시 성동구 홍익동 302-3,302-3,37.5658448471002,127.032978432373
도선동,서울특별시 성동구 도선동 322,322,37.5646152190837,127.032467642318
마장동,서울특별시 성동구 마장동 564-8,564-8,37.5671966362664,127.035681126911
마장동,서울특별시 성동구 마장동 795-4,795-4,37.5639742115966,127.04226872749
마장동,서울특별시 성동구 마장동 399-57,399-57,37.5634153151181,127.03969751846
마장동,서울특별시 성동구 마장동 778-12,778-12,37.5663372358619,127.045935375531
마장동,서울특별시 성동구 마장동 388-45,388-45,37.562923995456,127.042057837039
마장동,서울특별시 성동구 마장동 388-45,388-45,37.562923995456,127.042057837039
마장동,서울특별시 성동구 마장동 339-11,339-11,37.5631446006469,127.041941833251
마장동,서울특별시 성동구 마장동 339-11,339-11,37.5631446006469,127.041941833251
마장동,서울특별시 성동구 마장동 339-17,339-17,37.5630696163356,127.042505565103
마장동,서울특별시 성동구 마장동 778-12,778-12,37.5663372358619,127.045935375531
마장동,서울특별시 성동구 마장동 801-11,801-11,37.5636136195844,127.039711885083
마장동,서울특별시 성동구 마장동 339-17,339-17,37.5630696163356,127.042505565103
마장동,서울특별시 성동구 마장동 399-57,399-57,37.5634153151181,127.03969751846
마장동,서울특별시 성동구 마장동 564-8,564-8,37.5671966362664,127.035681126911
마장동,서울특별시 성동구 마장동 795-13,795-13,37.5641013417304,127.042520865523
마장동,서울특별시 성동구 마장동 399-72,399-72,37.5630735355459,127.03925319961
사근동,서울특별시 성동구 사근동 311-16,311-16,37.5603810542126,127.045845361657
사근동,서울특별시 성동구 사근동 176-32,176-32,37.5607658578893,127.046337823319
사근동,서울특별시 성동구 사근동 176-32,176-32,37.5607658578893,127.046337823319
사근동,서울특별시 성동구 사근동 176-32,176-32,37.5607658578893,127.046337823319
사근동,서울특별시 성동구 사근동 180-3,180-3,37.5607497576171,127.047627062322
사근동,서울특별시 성동구 사근동 176-32,176-32,37.5607658578893,127.046337823319
사근동,서울특별시 성동구 사근동 176-32,176-32,37.5607658578893,127.046337823319
사근동,서울특별시 성동구 사근동 213-2,213-2,37.5614647459668,127.047509241792
사근동,서울특별시 성동구 사근동 291-22,291-22,37.5633609064888,127.047251364692
사근동,서울특별시 성동구 사근동 213-20,213-20,37.5614482372212,127.047110715989
사근동,서울특별시 성동구 사근동 176-23,176-23,37.5606493777172,127.045828209341
행당동,서울특별시 성동구 행당동 37-31,37-31,37.5570124389245,127.041365840065
행당동,서울특별시 성동구 행당동 168-2,168-2,37.5627716180504,127.037287706747
행당동,서울특별시 성동구 행당동 1-54,1-54,37.561487850382,127.040120816912
행당동,서울특별시 성동구 행당동 32-31,32-31,37.5567129920758,127.042508405187
행당동,서울특별시 성동구 행당동 37-66,37-66,37.5567414049723,127.041661756848
행당동,서울특별시 성동구 행당동 70-18,70-18,37.5562860573636,127.041869857816
행당동,서울특별시 성동구 행당동 19-90,19-90,37.5589494858517,127.039813533945
행당동,서울특별시 성동구 행당동 1-32,1-32,37.5610492717417,127.039776056258
행당동,서울특별시 성동구 행당동 37-66,37-66,37.5567414049723,127.041661756848
행당동,서울특별시 성동구 행당동 1-84,1-84,37.5610300895237,127.040544210907
행당동,서울특별시 성동구 행당동 1-61,1-61,37.5616037395332,127.040323702389
행당동,서울특별시 성동구 행당동 19-79,19-79,37.5591343289038,127.039400189672
행당동,서울특별시 성동구 행당동 1-62,1-62,37.5614905736398,127.040325791866
행당동,서울특별시 성동구 행당동 37-92,37-92,37.5565009541884,127.041589643716
행당동,서울특별시 성동구 행당동 37-92,37-92,37.5565009541884,127.041589643716
행당동,서울특별시 성동구 행당동 302-22,302-22,37.5599426200898,127.029853303533
행당동,서울특별시 성동구 행당동 168-7,168-7,37.5623581342923,127.037339791589
행당동,서울특별시 성동구 행당동 4-12,4-12,37.560028368108,127.039460306456
행당동,서울특별시 성동구 행당동 4-34,4-34,37.5602758517578,127.04058307589
행당동,서울특별시 성동구 행당동 19-78,19-78,37.5592461419719,127.039402172593
행당동,서울특별시 성동구 행당동 304-21,304-21,37.5592656358846,127.029754567588
행당동,서울특별시 성동구 행당동 128-179,128-179,37.5578358166984,127.038011164124
행당동,서울특별시 성동구 행당동 304-21,304-21,37.5592656358846,127.029754567588
행당동,서울특별시 성동구 행당동 128-193,128-193,37.5574899230397,127.037732800727
행당동,서울특별시 성동구 행당동 19-78,19-78,37.5592461419719,127.039402172593
응봉동,서울특별시 성동구 응봉동 265-46,265-46,37.5528234012026,127.030158171143
응봉동,서울특별시 성동구 응봉동 265-139,265-139,37.5520716981139,127.029804896474
응봉동,서울특별시 성동구 응봉동 265-126,265-126,37.5524196478221,127.029146166419
응봉동,서울특별시 성동구 응봉동 193-119,193-119,37.5496158217278,127.031295540309
응봉동,서울특별시 성동구 응봉동 193-12,193-12,37.5489251541709,127.032815263575
응봉동,서울특별시 성동구 응봉동 265-160,265-160,37.5519073765778,127.030079263442
응봉동,서울특별시 성동구 응봉동 193-160,193-160,37.5491883029385,127.031614936391
응봉동,서울특별시 성동구 응봉동 265-312,265-312,37.5529841392297,127.030158235914
금호동1가,서울특별시 성동구 금호동1가 130-3,130-3,37.5577277620685,127.024050863711
금호동1가,서울특별시 성동구 금호동1가 76,76,37.5571791830798,127.019979860717
금호동1가,서울특별시 성동구 금호동1가 131-4,131-4,37.556559759588,127.024244470331
금호동1가,서울특별시 성동구 금호동1가 64,64,37.5570673805065,127.020440795928
금호동1가,서울특별시 성동구 금호동1가 167-23,167-23,37.5560645789693,127.024207415084
금호동1가,서울특별시 성동구 금호동1가 167-34,167-34,37.5558964033167,127.024008627077
금호동1가,서울특별시 성동구 금호동1가 61,61,37.5571996328184,127.020522092427
금호동1가,서울특별시 성동구 금호동1가 132-22,132-22,37.5572244394611,127.024175761469
금호동1가,서울특별시 성동구 금호동1가 76,76,37.5571791830798,127.019979860717
금호동2가,서울특별시 성동구 금호동2가 656,656,37.5521782952286,127.020961280148
금호동2가,서울특별시 성동구 금호동2가 421-1,421-1,37.5534346186731,127.018429672587
금호동3가,서울특별시 성동구 금호동3가 842-51,842-51,37.548498065574,127.019988633313
금호동3가,서울특별시 성동구 금호동3가 204,204,37.5483701626312,127.024988464778
금호동3가,서울특별시 성동구 금호동3가 587,587,37.5500341051864,127.022872265744
금호동3가,서울특별시 성동구 금호동3가 459,459,37.5490277961467,127.021834700234
금호동3가,서울특별시 성동구 금호동3가 62,62,37.5497047283309,127.02452742477
금호동3가,서울특별시 성동구 금호동3가 587,587,37.5500341051864,127.022872265744
금호동3가,서울특별시 성동구 금호동3가 859,859,37.548663882869,127.02032001915
금호동4가,서울특별시 성동구 금호동4가 1150,1150,37.5475751382921,127.019655918513
금호동4가,서울특별시 성동구 금호동4가 1457,1457,37.5482065245182,127.016968477088
옥수동,서울특별시 성동구 옥수동 466,466,37.5401286573511,127.010374515648
옥수동,서울특별시 성동구 옥수동 218-15,218-15,37.5405271562477,127.013214769167
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 685-251,685-251,37.5477341860621,127.042256839749
성수동1가,서울특별시 성동구 성수동1가 656-771,656-771,37.5465904229286,127.045033478982
성수동1가,서울특별시 성동구 성수동1가 427-1,427-1,37.5378171791451,127.0483025547
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동1가,서울특별시 성동구 성수동1가 35-2,35-2,37.5395730048082,127.049495263138
성수동1가,서울특별시 성동구 성수동1가 35-2,35-2,37.5395730048082,127.049495263138
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 13-124,13-124,37.5491424238929,127.049289181613
성수동1가,서울특별시 성동구 성수동1가 656-2002,656-2002,37.5468709461559,127.046091470993
성수동1가,서울특별시 성동구 성수동1가 301,301,37.5383218379245,127.050857410434
성수동1가,서울특별시 성동구 성수동1가 13-101,13-101,37.5502425874269,127.048088880852
성수동1가,서울특별시 성동구 성수동1가 98-2,98-2,37.5392729303664,127.047846937945
성수동1가,서울특별시 성동구 성수동1가 685-1,685-1,37.5485874373194,127.043237199653
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동1가,서울특별시 성동구 성수동1가 330-1,330-1,37.5373168042757,127.050150244608
성수동1가,서울특별시 성동구 성수동1가 656-399,656-399,37.5469052216109,127.045995305728
성수동1가,서울특별시 성동구 성수동1가 685-260,685-260,37.5472711355889,127.041571954376
성수동1가,서울특별시 성동구 성수동1가 685-260,685-260,37.5472711355889,127.041571954376
성수동1가,서울특별시 성동구 성수동1가 72-10,72-10,37.5399007183681,127.049232180069
성수동1가,서울특별시 성동구 성수동1가 325,325,37.5373903534248,127.050297383732
성수동1가,서울특별시 성동구 성수동1가 656-1576,656-1576,37.5504060785247,127.046157473279
성수동1가,서울특별시 성동구 성수동1가 72-10,72-10,37.5399007183681,127.049232180069
성수동1가,서울특별시 성동구 성수동1가 370-2,370-2,37.5370217045023,127.049562482423
성수동1가,서울특별시 성동구 성수동1가 656-329,656-329,37.544858763498,127.048078746068
성수동1가,서울특별시 성동구 성수동1가 261,261,37.538555402372,127.05079884535
성수동1가,서울특별시 성동구 성수동1가 668-114,668-114,37.5464208215688,127.042697873853
성수동2가,서울특별시 성동구 성수동2가 573-5,573-5,37.5374872601679,127.057122766871
성수동2가,서울특별시 성동구 성수동2가 289-244,289-244,37.5463794675985,127.054902230383
성수동2가,서울특별시 성동구 성수동2가 321-60,321-60,37.5417546222798,127.055130009774
성수동2가,서울특별시 성동구 성수동2가 299-246,299-246,37.5493630637712,127.054058064062
성수동2가,서울특별시 성동구 성수동2가 321-45,321-45,37.5420139329426,127.055123637834
성수동2가,서울특별시 성동구 성수동2가 573-5,573-5,37.5374872601679,127.057122766871
성수동2가,서울특별시 성동구 성수동2가 269-105,269-105,37.5398757266738,127.057111689859
성수동2가,서울특별시 성동구 성수동2가 269-236,269-236,37.5391120674222,127.059606827173
성수동2가,서울특별시 성동구 성수동2가 590-1,590-1,37.5362998562375,127.057072190737
성수동2가,서울특별시 성동구 성수동2가 321-45,321-45,37.5420139329426,127.055123637834
성수동2가,서울특별시 성동구 성수동2가 269-28,269-28,37.5398912332442,127.05746382395
성수동2가,서울특별시 성동구 성수동2가 299-247,299-247,37.5494715211612,127.053910915623
성수동2가,서울특별시 성동구 성수동2가 321-63,321-63,37.541641202904,127.054901245113
성수동2가,서울특별시 성동구 성수동2가 321-8,321-8,37.5416699002525,127.054803162923
성수동2가,서울특별시 성동구 성수동2가 321-58,321-58,37.5418124658261,127.054938032179
성수동2가,서울특별시 성동구 성수동2가 299-51,299-51,37.5490242183574,127.054210703419
성수동2가,서울특별시 성동구 성수동2가 321-56,321-56,37.5418762647292,127.054726483202
성수동2가,서울특별시 성동구 성수동2가 268-5,268-5,37.5397301905639,127.05917463522
성수동2가,서울특별시 성동구 성수동2가 269-13,269-13,37.5383393265643,127.059334771249
성수동2가,서울특별시 성동구 성수동2가 321-92,321-92,37.5422129643248,127.054929047476
송정동,서울특별시 성동구 송정동 66-248,66-248,37.5488798091741,127.063897386974
송정동,서울특별시 성동구 송정동 66-248,66-248,37.5488798091741,127.063897386974
송정동,서울특별시 성동구 송정동 67-22,67-22,37.5485016339748,127.061916940796
송정동,서울특별시 성동구 송정동 66-248,66-248,37.5488798091741,127.063897386974
송정동,서울특별시 성동구 송정동 72-217,72-217,37.5535100323204,127.068876424323
용답동,서울특별시 성동구 용답동 100-9,100-9,37.5667790193164,127.05175443033
용답동,서울특별시 성동구 용답동 167-13,167-13,37.5640582052135,127.051310215693
홍익동,서울특별시 성동구 홍익동 302-3,302-3,37.5658448471002,127.032978432373
홍익동,서울특별시 성동구 홍익동 302-3,302-3,37.5658448471002,127.032978432373
도선동,서울특별시 성동구 도선동 314,314,37.5644216554994,127.032575085895
도선동,서울특별시 성동구 도선동 181,181,37.5648654588554,127.033951413987
마장동,서울특별시 성동구 마장동 399-90,399-90,37.5629581165306,127.039257326888
마장동,서울특별시 성동구 마장동 399-72,399-72,37.5630735355459,127.03925319961
마장동,서울특별시 성동구 마장동 466-15,466-15,37.5705810604086,127.036224951437
마장동,서울특별시 성동구 마장동 564-8,564-8,37.5671966362664,127.035681126911
마장동,서울특별시 성동구 마장동 503-2,503-2,37.5710426547068,127.039548976938
마장동,서울특별시 성동구 마장동 388-16,388-16,37.5628470151032,127.042907017394
사근동,서울특별시 성동구 사근동 169,169,37.5600207439384,127.046081008564
사근동,서울특별시 성동구 사근동 190-13,190-13,37.5601896438121,127.048862184357
사근동,서울특별시 성동구 사근동 212-1,212-1,37.5613402497479,127.047005275308
사근동,서울특별시 성동구 사근동 212-1,212-1,37.5613402497479,127.047005275308
행당동,서울특별시 성동구 행당동 302-27,302-27,37.5598676253492,127.029978790276
행당동,서울특별시 성동구 행당동 128-33,128-33,37.5571204792343,127.036115783771
행당동,서울특별시 성동구 행당동 116-10,116-10,37.5569040924906,127.035412519605
행당동,서울특별시 성동구 행당동 19-80,19-80,37.5590302688246,127.039384968923
행당동,서울특별시 성동구 행당동 302-27,302-27,37.5598676253492,127.029978790276
행당동,서울특별시 성동구 행당동 304-21,304-21,37.5592656358846,127.029754567588
행당동,서울특별시 성동구 행당동 121-4,121-4,37.556409601101,127.036671808042
행당동,서울특별시 성동구 행당동 302-22,302-22,37.5599426200898,127.029853303533
행당동,서울특별시 성동구 행당동 302-22,302-22,37.5599426200898,127.029853303533
행당동,서울특별시 성동구 행당동 117-25,117-25,37.5574407277156,127.036004346435
행당동,서울특별시 성동구 행당동 302-22,302-22,37.5599426200898,127.029853303533
행당동,서울특별시 성동구 행당동 302-22,302-22,37.5599426200898,127.029853303533
행당동,서울특별시 성동구 행당동 304-21,304-21,37.5592656358846,127.029754567588
행당동,서울특별시 성동구 행당동 304-21,304-21,37.5592656358846,127.029754567588
행당동,서울특별시 성동구 행당동 304-21,304-21,37.5592656358846,127.029754567588
행당동,서울특별시 성동구 행당동 304-21,304-21,37.5592656358846,127.029754567588
행당동,서울특별시 성동구 행당동 302-27,302-27,37.5598676253492,127.029978790276
행당동,서울특별시 성동구 행당동 302-22,302-22,37.5599426200898,127.029853303533
행당동,서울특별시 성동구 행당동 311-30,311-30,37.5585257304347,127.031852140969
응봉동,서울특별시 성동구 응봉동 265-74,265-74,37.5524813863727,127.030840215275
응봉동,서울특별시 성동구 응봉동 265-34,265-34,37.5528595413905,127.03046951484
응봉동,서울특별시 성동구 응봉동 193-83,193-83,37.5494721194906,127.032926291233
응봉동,서울특별시 성동구 응봉동 265-117,265-117,37.5526049166098,127.029773874157
응봉동,서울특별시 성동구 응봉동 265-148,265-148,37.5519300748477,127.030457593309
응봉동,서울특별시 성동구 응봉동 265-148,265-148,37.5519300748477,127.030457593309
응봉동,서울특별시 성동구 응봉동 264-82,264-82,37.5535783859205,127.030006940036
응봉동,서울특별시 성동구 응봉동 265-91,265-91,37.5522316207648,127.030177397667
금호동1가,서울특별시 성동구 금호동1가 167-15,167-15,37.5562919439385,127.024434630123
금호동1가,서울특별시 성동구 금호동1가 167-5,167-5,37.5567049534128,127.024472112816
금호동1가,서울특별시 성동구 금호동1가 167-69,167-69,37.556404954369,127.023870264273
금호동1가,서울특별시 성동구 금호동1가 74-1,74-1,37.5573029407578,127.020211112662
금호동1가,서울특별시 성동구 금호동1가 15-4,15-4,37.5575061553832,127.01997768449
